罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,東灘,呉田,281018,兵庫県,神戸市東灘区,魚崎西町１丁目,不明,不明,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東灘,岡本,281018,兵庫県,神戸市東灘区,岡本１丁目,2023[sanitize]04[sanitize]05,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,東灘,森,281018,兵庫県,神戸市東灘区,本山中町１丁目,2023[sanitize]01[sanitize]04,20,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,東灘,沢ノ井,281018,兵庫県,神戸市東灘区,,2023[sanitize]03[sanitize]25,16,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,東灘,深江,281018,兵庫県,神戸市東灘区,深江北町４丁目,2023[sanitize]03[sanitize]10,19,その他,駐車（輪）場,その他
窃盗,部品ねらい,東灘,田中,281018,兵庫県,神戸市東灘区,本山南町８丁目,2023[sanitize]04[sanitize]19,09,道路上,その他,その他
窃盗,部品ねらい,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影塚町３丁目,2023[sanitize]01[sanitize]04,00,その他,駐車（輪）場,その他
窃盗,部品ねらい,東灘,石屋川,281018,兵庫県,神戸市東灘区,御影塚町３丁目,2023[sanitize]09[sanitize]07,12,その他,その他,その他
窃盗,部品ねらい,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木２丁目,2023[sanitize]01[sanitize]19,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町６丁目,2023[sanitize]11[sanitize]25,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎南町５丁目,2023[sanitize]03[sanitize]04,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,八幡,281026,兵庫県,神戸市灘区,永手町４丁目,2023[sanitize]07[sanitize]27,16,道路上,その他,その他
窃盗,部品ねらい,灘,六甲,281026,兵庫県,神戸市灘区,稗原町４丁目,2023[sanitize]03[sanitize]04,09,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,桜口,281026,兵庫県,神戸市灘区,友田町３丁目,2023[sanitize]05[sanitize]06,10,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,桜口,281026,兵庫県,神戸市灘区,友田町５丁目,2023[sanitize]01[sanitize]16,19,道路上,その他,その他
窃盗,部品ねらい,灘,桜口,281026,兵庫県,神戸市灘区,友田町５丁目,2023[sanitize]08[sanitize]18,22,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,桜口,281026,兵庫県,神戸市灘区,深田町４丁目,2023[sanitize]11[sanitize]24,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,水道筋,281026,兵庫県,神戸市灘区,岸地通４丁目,2023[sanitize]02[sanitize]08,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,水道筋,281026,兵庫県,神戸市灘区,灘北通５丁目,2023[sanitize]08[sanitize]03,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,王子公園,281026,兵庫県,神戸市灘区,王子町１丁目,2023[sanitize]03[sanitize]08,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,灘,王子公園,281026,兵庫県,神戸市灘区,王子町１丁目,2023[sanitize]11[sanitize]13,22,その他,駐車（輪）場,その他
窃盗,部品ねらい,灘,王子公園,281026,兵庫県,神戸市灘区,城内通２丁目,2023[sanitize]02[sanitize]04,17,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,岩屋北町２丁目,2023[sanitize]03[sanitize]11,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,岩屋中町１丁目,2023[sanitize]05[sanitize]29,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,船寺通５丁目,2023[sanitize]04[sanitize]09,01,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,摩耶埠頭,2023[sanitize]06[sanitize]01,16,その他,駐車（輪）場,カーナビ
窃盗,部品ねらい,灘,西灘,281026,兵庫県,神戸市灘区,摩耶海岸通２丁目,2023[sanitize]03[sanitize]06,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,灘,赤坂,281026,兵庫県,神戸市灘区,上野通２丁目,2023[sanitize]03[sanitize]07,23,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,灘,赤坂,281026,兵庫県,神戸市灘区,上野通２丁目,2023[sanitize]03[sanitize]08,11,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,中尾前,281107,兵庫県,神戸市中央区,上筒井通５丁目,2023[sanitize]11[sanitize]17,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,葺合,中尾前,281107,兵庫県,神戸市中央区,熊内町５丁目,2023[sanitize]03[sanitize]17,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,生田町１丁目,2023[sanitize]12[sanitize]14,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,二宮町４丁目,2023[sanitize]03[sanitize]14,21,道路上,その他,ナンバープレート
窃盗,部品ねらい,葺合,二宮,281107,兵庫県,神戸市中央区,布引町２丁目,2023[sanitize]07[sanitize]30,11,道路上,その他,その他
窃盗,部品ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,東雲通１丁目,2023[sanitize]06[sanitize]20,12,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,筒井町１丁目,2023[sanitize]05[sanitize]18,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,八雲通５丁目,2023[sanitize]02[sanitize]07,23,道路上,その他,その他
窃盗,部品ねらい,葺合,小野柄,281107,兵庫県,神戸市中央区,北本町通６丁目,2023[sanitize]03[sanitize]20,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,小野柄,281107,兵庫県,神戸市中央区,北本町通６丁目,2023[sanitize]03[sanitize]24,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葺合,小野柄,281107,兵庫県,神戸市中央区,南本町通６丁目,2023[sanitize]10[sanitize]31,13,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,北本町通２丁目,2023[sanitize]09[sanitize]01,06,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,脇浜町２丁目,2023[sanitize]08[sanitize]03,00,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,脇浜町３丁目,2023[sanitize]06[sanitize]26,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,葺合,ＨＡＴ神戸,281107,兵庫県,神戸市中央区,脇浜海岸通２丁目,2023[sanitize]08[sanitize]16,14,道路上,その他,その他
窃盗,部品ねらい,生田,ハーバーランド,281107,兵庫県,神戸市中央区,東川崎町１丁目,2023[sanitize]01[sanitize]28,11,その他,その他,ナンバープレート
窃盗,部品ねらい,生田,ハーバーランド,281107,兵庫県,神戸市中央区,東川崎町１丁目,2023[sanitize]11[sanitize]24,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,生田,下山手,281107,兵庫県,神戸市中央区,花隈町,2023[sanitize]06[sanitize]15,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,北野,281107,兵庫県,神戸市中央区,北野町１丁目,2023[sanitize]05[sanitize]12,08,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,大倉山,281107,兵庫県,神戸市中央区,楠町７丁目,2023[sanitize]07[sanitize]20,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,生田,生田前,281107,兵庫県,神戸市中央区,下山手通１丁目,2023[sanitize]10[sanitize]01,12,道路上,その他,その他
窃盗,部品ねらい,生田,生田前,281107,兵庫県,神戸市中央区,下山手通２丁目,2023[sanitize]12[sanitize]19,10,道路上,その他,その他
窃盗,部品ねらい,生田,生田前,281107,兵庫県,神戸市中央区,中山手通１丁目,2023[sanitize]08[sanitize]30,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,生田,生田前,281107,兵庫県,神戸市中央区,中山手通２丁目,2023[sanitize]03[sanitize]10,18,その他,その他,その他
窃盗,部品ねらい,兵庫,七宮,281051,兵庫県,神戸市兵庫区,浜崎通,2023[sanitize]08[sanitize]31,15,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,兵庫,中之島,281051,兵庫県,神戸市兵庫区,出在家町１丁目,2023[sanitize]11[sanitize]15,10,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,兵庫,中之島,281051,兵庫県,神戸市兵庫区,中之島２丁目,2023[sanitize]01[sanitize]08,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,中之島,281051,兵庫県,神戸市兵庫区,中之島２丁目,2023[sanitize]09[sanitize]24,14,その他,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,兵庫駅前,281051,兵庫県,神戸市兵庫区,駅南通３丁目,2023[sanitize]10[sanitize]20,08,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,兵庫駅前,281051,兵庫県,神戸市兵庫区,大開通８丁目,2022[sanitize]12[sanitize]29,00,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,平野,281051,兵庫県,神戸市兵庫区,石井町５丁目,2023[sanitize]06[sanitize]27,14,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,兵庫,平野,281051,兵庫県,神戸市兵庫区,山王町２丁目,2023[sanitize]08[sanitize]28,17,その他,その他,その他
窃盗,部品ねらい,兵庫,平野,281051,兵庫県,神戸市兵庫区,湊川町２丁目,2023[sanitize]09[sanitize]22,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,御崎本町３丁目,2023[sanitize]03[sanitize]31,20,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,兵庫,新開地,281051,兵庫県,神戸市兵庫区,西出町１丁目,2023[sanitize]03[sanitize]30,13,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通３丁目,2023[sanitize]09[sanitize]03,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通５丁目,2023[sanitize]03[sanitize]18,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,駅南通５丁目,2023[sanitize]10[sanitize]03,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,明親,281051,兵庫県,神戸市兵庫区,小河通４丁目,2023[sanitize]05[sanitize]18,18,道路上,その他,その他
窃盗,部品ねらい,兵庫,湊川,281051,兵庫県,神戸市兵庫区,新開地２丁目,2023[sanitize]11[sanitize]28,16,その他,駐車（輪）場,その他
窃盗,部品ねらい,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通５丁目,2023[sanitize]04[sanitize]02,11,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通３丁目,2023[sanitize]09[sanitize]20,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,兵庫,福原,281051,兵庫県,神戸市兵庫区,西橘通１丁目,2023[sanitize]07[sanitize]27,21,道路上,その他,ナンバープレート
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,腕塚町５丁目,2023[sanitize]10[sanitize]16,18,道路上,その他,その他
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,久保町４丁目,2023[sanitize]11[sanitize]24,16,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,長田,久保,281069,兵庫県,神戸市長田区,二葉町５丁目,2023[sanitize]06[sanitize]17,18,その他,その他,その他
窃盗,部品ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,一番町３丁目,2023[sanitize]02[sanitize]19,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,北町２丁目,2023[sanitize]05[sanitize]21,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,菅原通６丁目,2023[sanitize]02[sanitize]07,19,道路上,その他,その他
窃盗,部品ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,二番町４丁目,2023[sanitize]06[sanitize]30,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,御蔵通７丁目,2022[sanitize]12[sanitize]28,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,水笠,281069,兵庫県,神戸市長田区,御屋敷通３丁目,2023[sanitize]04[sanitize]11,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,水笠,281069,兵庫県,神戸市長田区,川西通４丁目,2023[sanitize]11[sanitize]22,16,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,梅ケ香町１丁目,2023[sanitize]03[sanitize]19,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,梅ケ香町１丁目,2023[sanitize]03[sanitize]19,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,湊川大橋,281069,兵庫県,神戸市長田区,東尻池町２丁目,2023[sanitize]09[sanitize]03,19,道路上,その他,タイヤ・ホイール
窃盗,部品ねらい,長田,野田,281069,兵庫県,神戸市長田区,浪松町６丁目,2023[sanitize]11[sanitize]29,15,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,長田,281069,兵庫県,神戸市長田区,西山町４丁目,2023[sanitize]05[sanitize]05,10,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,五番町４丁目,2023[sanitize]10[sanitize]20,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,長田,長田東,281069,兵庫県,神戸市長田区,六番町３丁目,2023[sanitize]10[sanitize]31,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大池町５丁目,2023[sanitize]05[sanitize]25,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,大田町１丁目,2023[sanitize]05[sanitize]27,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,北落合５丁目,2023[sanitize]06[sanitize]30,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,北落合６丁目,2022[sanitize]11[sanitize]07,00,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,竜が台５丁目,2023[sanitize]04[sanitize]30,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,名谷中央,281077,兵庫県,神戸市須磨区,緑台,2023[sanitize]10[sanitize]16,06,その他,駐車（輪）場,その他
窃盗,部品ねらい,須磨,妙法寺,281077,兵庫県,神戸市須磨区,妙法寺字大津江,2022[sanitize]08[sanitize]30,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,妙法寺,281077,兵庫県,神戸市須磨区,道正台１丁目,2021[sanitize]07[sanitize]01,00,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,東須磨,281077,兵庫県,神戸市須磨区,稲葉町２丁目,2023[sanitize]12[sanitize]06,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,東須磨,281077,兵庫県,神戸市須磨区,南町１丁目,2023[sanitize]04[sanitize]24,14,その他,その他,その他
窃盗,部品ねらい,須磨,板宿,281077,兵庫県,神戸市須磨区,月見山町２丁目,2023[sanitize]03[sanitize]26,09,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,磯馴町３丁目,2023[sanitize]05[sanitize]22,07,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,磯馴町４丁目,2023[sanitize]07[sanitize]26,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,磯馴町５丁目,2023[sanitize]05[sanitize]06,12,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,磯馴町５丁目,2023[sanitize]05[sanitize]07,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,若宮,281077,兵庫県,神戸市須磨区,小寺町３丁目,2023[sanitize]10[sanitize]18,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,須磨,若木,281077,兵庫県,神戸市須磨区,若木町１丁目,2023[sanitize]05[sanitize]13,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,須磨,菅の台,281077,兵庫県,神戸市須磨区,友が丘９丁目,2023[sanitize]01[sanitize]11,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,須磨,須磨駅前,281077,兵庫県,神戸市須磨区,千守町１丁目,2023[sanitize]03[sanitize]25,21,一戸建住宅,その他,その他
窃盗,部品ねらい,垂水,北舞子,281085,兵庫県,神戸市垂水区,北舞子４丁目,2023[sanitize]03[sanitize]01,17,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,名谷,281085,兵庫県,神戸市垂水区,名谷町,2023[sanitize]12[sanitize]20,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,垂水駅前,281085,兵庫県,神戸市垂水区,日向１丁目,2023[sanitize]10[sanitize]13,08,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,塩屋,281085,兵庫県,神戸市垂水区,塩屋北町１丁目,2023[sanitize]04[sanitize]16,13,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,多聞,281085,兵庫県,神戸市垂水区,小束台東,2023[sanitize]08[sanitize]10,09,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,王居殿２丁目,2023[sanitize]10[sanitize]14,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,王居殿２丁目,2023[sanitize]10[sanitize]15,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞１丁目,2023[sanitize]02[sanitize]10,07,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞２丁目,2023[sanitize]03[sanitize]06,15,道路上,その他,その他
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞３丁目,2023[sanitize]05[sanitize]23,09,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,学が丘２丁目,2023[sanitize]08[sanitize]03,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,狩口台４丁目,2023[sanitize]11[sanitize]02,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,神陵台２丁目,2022[sanitize]12[sanitize]30,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,桃山台２丁目,2023[sanitize]10[sanitize]27,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,舞子台８丁目,2021[sanitize]11[sanitize]01,00,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,霞ヶ丘,281085,兵庫県,神戸市垂水区,歌敷山１丁目,2023[sanitize]02[sanitize]05,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,垂水,霞ヶ丘,281085,兵庫県,神戸市垂水区,霞ケ丘５丁目,2023[sanitize]02[sanitize]05,10,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,霞ヶ丘,281085,兵庫県,神戸市垂水区,五色山４丁目,2023[sanitize]08[sanitize]14,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,なし
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台４丁目,2023[sanitize]06[sanitize]08,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台４丁目,2023[sanitize]06[sanitize]27,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台４丁目,2023[sanitize]08[sanitize]25,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台６丁目,2023[sanitize]05[sanitize]23,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,青山台７丁目,2023[sanitize]12[sanitize]16,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,青山台,281085,兵庫県,神戸市垂水区,下畑町,2023[sanitize]03[sanitize]20,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,垂水,,281085,兵庫県,神戸市垂水区,本多聞２丁目,2023[sanitize]02[sanitize]04,09,その他,その他,その他
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2023[sanitize]04[sanitize]23,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町４丁目,2023[sanitize]04[sanitize]03,06,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸水上,,281107,兵庫県,神戸市中央区,神戸空港,2023[sanitize]10[sanitize]04,08,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2023[sanitize]05[sanitize]19,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町今津,2023[sanitize]11[sanitize]18,04,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町１丁目,2023[sanitize]03[sanitize]19,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台東町５丁目,2023[sanitize]03[sanitize]10,15,その他,その他,その他
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2022[sanitize]07[sanitize]01,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,井吹台,281115,兵庫県,神戸市西区,井吹台西町１丁目,2023[sanitize]03[sanitize]13,08,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
