罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,東灘,深江,281018,兵庫県,神戸市東灘区,深江南町２丁目,2020/10/4,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東灘,森,281018,兵庫県,神戸市東灘区,森北町２丁目,2020/2/26,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,東灘,田中,281018,兵庫県,神戸市東灘区,甲南町４丁目,2020/3/12,20,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東灘,田中,281018,兵庫県,神戸市東灘区,田中町３丁目,2020/1/15,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東灘,青木駅前,281018,兵庫県,神戸市東灘区,青木６丁目,2020/1/15,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東灘,魚崎,281018,兵庫県,神戸市東灘区,魚崎北町３丁目,2020/2/26,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉東町４丁目,2020/10/5,6,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東灘,ＪＲ住吉駅前,281018,兵庫県,神戸市東灘区,住吉本町３丁目,2020/3/7,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東灘,阪急御影駅前,281018,兵庫県,神戸市東灘区,御影３丁目,2020/5/10,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,東灘,阪急御影駅前,281018,兵庫県,神戸市東灘区,御影郡家２丁目,2020/5/10,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,灘,高羽,281026,兵庫県,神戸市灘区,高羽町３丁目,2020/5/5,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,灘,八幡,281026,兵庫県,神戸市灘区,大土平町１丁目,2020/5/9,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,灘,八幡,281026,兵庫県,神戸市灘区,永手町４丁目,2020/3/31,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,灘,六甲,281026,兵庫県,神戸市灘区,篠原南町２丁目,2020/3/8,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,灘,水道筋,281026,兵庫県,神戸市灘区,水道筋５丁目,2020/12/12,21,道路上,その他,施錠した,なし
窃盗,車上ねらい,灘,西灘,281026,兵庫県,神戸市灘区,摩耶埠頭,2020/3/12,23,道路上,その他,施錠した,なし
窃盗,車上ねらい,灘,六甲山上,281026,兵庫県,神戸市灘区,摩耶山町,2020/2/23,20,道路上,その他,施錠した,あり
窃盗,車上ねらい,灘,六甲山上,281026,兵庫県,神戸市灘区,摩耶山町,2020/3/11,21,道路上,その他,施錠した,あり
窃盗,車上ねらい,灘,六甲山上,281026,兵庫県,神戸市灘区,六甲山町一ケ谷,2020/3/11,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,灘,六甲山上,281026,兵庫県,神戸市灘区,六甲山町北六甲,2020/2/14,22,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,灘,六甲山上,281026,兵庫県,神戸市灘区,六甲山町北六甲,2020/9/29,23,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,灘,六甲山上,281026,兵庫県,神戸市灘区,六甲山町西谷山,2020/8/15,22,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,灘,鶴甲,281026,兵庫県,神戸市灘区,六甲台町,2020/8/25,9,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葺合,宮本,281107,兵庫県,神戸市中央区,熊内橋通２丁目,2020/9/5,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葺合,中尾前,281107,兵庫県,神戸市中央区,上筒井通６丁目,2020/1/16,4,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葺合,中尾前,281107,兵庫県,神戸市中央区,熊内町５丁目,2020/4/26,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,日暮通２丁目,2020/5/5,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葺合,割塚,281107,兵庫県,神戸市中央区,八雲通６丁目,2020/3/24,22,道路上,その他,施錠した,あり
窃盗,車上ねらい,葺合,小野柄,281107,兵庫県,神戸市中央区,南本町通３丁目,2020/1/21,15,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,吾妻通２丁目,2020/5/5,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,脇浜町２丁目,2020/2/1,3,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,脇浜町２丁目,2020/2/1,4,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,葺合,春日野,281107,兵庫県,神戸市中央区,脇浜町２丁目,2020/11/21,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,生田,一宮,281107,兵庫県,神戸市中央区,加納町２丁目,2020/4/26,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,生田,一宮,281107,兵庫県,神戸市中央区,加納町２丁目,2020/4/26,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,生田,一宮,281107,兵庫県,神戸市中央区,加納町２丁目,2020/11/21,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,生田,北野,281107,兵庫県,神戸市中央区,北野町４丁目,2020/4/26,12,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,生田,生田前,281107,兵庫県,神戸市中央区,下山手通２丁目,2020/5/4,21,道路上,その他,施錠した,なし
窃盗,車上ねらい,生田,京町,281107,兵庫県,神戸市中央区,三宮町１丁目,2020/9/30,13,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,生田,京町,281107,兵庫県,神戸市中央区,三宮町３丁目,2020/4/6,3,道路上,その他,施錠した,あり
窃盗,車上ねらい,生田,元町駅,281107,兵庫県,神戸市中央区,下山手通３丁目,2020/3/30,19,道路上,その他,施錠した,なし
窃盗,車上ねらい,生田,下山手,281107,兵庫県,神戸市中央区,北長狭通６丁目,2020/2/27,2,道路上,その他,施錠した,あり
窃盗,車上ねらい,生田,下山手,281107,兵庫県,神戸市中央区,下山手通７丁目,2020/4/26,15,その他の住宅（３階建て以下共同住宅等）,その他,施錠した,あり
窃盗,車上ねらい,生田,大倉山,281107,兵庫県,神戸市中央区,楠町３丁目,2020/3/25,2,道路上,その他,施錠した,あり
窃盗,車上ねらい,生田,大倉山,281107,兵庫県,神戸市中央区,楠町７丁目,2020/2/1,4,道路上,その他,施錠した,なし
窃盗,車上ねらい,兵庫,皿池,281051,兵庫県,神戸市兵庫区,松本通４丁目,2020/1/26,19,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,兵庫,御崎公園,281051,兵庫県,神戸市兵庫区,御崎町１丁目,2020/6/22,19,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,長田,御蔵,281069,兵庫県,神戸市長田区,三番町４丁目,2019/12/31,21,４階建て以上共同住宅,その他,施錠した,なし
窃盗,車上ねらい,長田,大谷,281069,兵庫県,神戸市長田区,御船通３丁目,2020/9/7,23,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,長田,水笠,281069,兵庫県,神戸市長田区,西代通３丁目,2020/6/6,23,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,長田,野田,281069,兵庫県,神戸市長田区,日吉町５丁目,2020/6/6,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,戎町２丁目,2020/6/6,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,須磨,千歳,281077,兵庫県,神戸市須磨区,戎町３丁目,2020/6/5,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,須磨,東須磨,281077,兵庫県,神戸市須磨区,月見山町１丁目,2020/12/18,11,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,須磨,妙法寺,281077,兵庫県,神戸市須磨区,若草町１丁目,2020/9/10,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,垂水,平尾,281085,兵庫県,神戸市垂水区,東垂水町字高丸,2020/7/2,21,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,垂水,霞ヶ丘,281085,兵庫県,神戸市垂水区,霞ケ丘２丁目,2020/9/23,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,霞ヶ丘,281085,兵庫県,神戸市垂水区,霞ケ丘６丁目,2020/9/23,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,北舞子,281085,兵庫県,神戸市垂水区,北舞子２丁目,2020/8/3,19,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,西舞子２丁目,2020/3/4,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,舞子駅前,281085,兵庫県,神戸市垂水区,東舞子町,2020/11/6,7,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,西舞子,281085,兵庫県,神戸市垂水区,狩口台７丁目,2020/9/23,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子２丁目,2020/9/23,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,西舞子,281085,兵庫県,神戸市垂水区,西舞子４丁目,2020/3/4,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,多聞,281085,兵庫県,神戸市垂水区,多聞町,2020/6/7,11,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台３丁目,2018/6/6,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台３丁目,2018/6/7,10,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台３丁目,2018/6/10,14,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台３丁目,2018/6/10,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台３丁目,2018/6/11,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台３丁目,2018/6/29,9,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,明舞,281085,兵庫県,神戸市垂水区,南多聞台３丁目,2019/6/6,10,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,新多聞,281085,兵庫県,神戸市垂水区,本多聞６丁目,2020/3/15,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,垂水,桃山台,281085,兵庫県,神戸市垂水区,清玄町,2020/10/15,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸水上,ポートアイランド,281107,兵庫県,神戸市中央区,港島中町３丁目,2020/5/10,2,４階建て以上共同住宅,その他,施錠した,なし
窃盗,車上ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町上池,2020/6/12,17,道路上,その他,施錠した,なし
窃盗,車上ねらい,神戸西,上池,281115,兵庫県,神戸市西区,玉津町新方,2020/9/7,3,４階建て以上共同住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸西,栄,281115,兵庫県,神戸市西区,桜が丘東町３丁目,2020/11/14,17,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,伊川谷町上脇,2020/1/3,9,道路上,その他,施錠した,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,北別府５丁目,2020/6/23,9,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,2020/10/10,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水２丁目,2020/5/2,18,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2020/3/20,18,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2020/9/21,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2020/9/23,15,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,王塚台１丁目,2020/2/28,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,王塚台２丁目,2020/10/31,18,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,玉津町小山,2020/3/13,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台中町１丁目,2020/1/31,13,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,有馬,上八多,281093,兵庫県,神戸市北区,八多町屏風,2019/9/1,0,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,有馬,大池,281093,兵庫県,神戸市北区,西大池１丁目,2020/1/23,20,一戸建住宅,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台東町１丁目,2020/5/18,13,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,神戸北,山田中,281093,兵庫県,神戸市北区,山田町原野,2020/11/12,2,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,宮川,282065,兵庫県,芦屋市,楠町,2020/1/4,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,宮川,282065,兵庫県,芦屋市,春日町,2020/1/4,21,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,芦屋,岩園,282065,兵庫県,芦屋市,岩園町,2020/5/10,12,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,山芦屋,282065,兵庫県,芦屋市,三条町,2020/5/1,16,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,山芦屋,282065,兵庫県,芦屋市,三条南町,2020/1/4,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,山芦屋,282065,兵庫県,芦屋市,西山町,2020/3/7,0,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,翠ケ丘町,2020/3/7,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,打出,282065,兵庫県,芦屋市,南宮町,2020/1/4,20,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,芦屋,高浜,282065,兵庫県,芦屋市,浜風町,2020/5/6,13,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,芦屋,南芦屋浜,282065,兵庫県,芦屋市,海洋町,2019/3/20,22,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2020/8/7,17,道路上,その他,施錠した,なし
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2020/8/14,17,道路上,その他,施錠した,なし
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2020/8/21,17,道路上,その他,施錠した,なし
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2020/8/27,17,道路上,その他,施錠した,なし
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2020/9/3,16,道路上,その他,施錠した,なし
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2020/9/11,17,道路上,その他,施錠した,なし
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2020/9/17,17,道路上,その他,施錠した,なし
窃盗,車上ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2020/9/21,15,道路上,その他,施錠した,なし
窃盗,車上ねらい,西宮,川添,282049,兵庫県,西宮市,建石町,2020/1/4,22,道路上,その他,施錠した,あり
窃盗,車上ねらい,西宮,市庭,282049,兵庫県,西宮市,弓場町,2020/1/4,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2020/5/22,23,道路上,その他,施錠した,あり
窃盗,車上ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2020/6/9,22,道路上,その他,施錠した,あり
窃盗,車上ねらい,西宮,甲陽園,282049,兵庫県,西宮市,甲山町,2020/5/24,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,寿,282049,兵庫県,西宮市,奥畑,2020/5/10,19,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,寿,282049,兵庫県,西宮市,常磐町,2020/5/17,16,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門大箇町,2020/2/21,12,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,西宮,今津駅前,282049,兵庫県,西宮市,今津曙町,2020/3/25,1,道路上,その他,施錠した,あり
窃盗,車上ねらい,西宮,今津駅前,282049,兵庫県,西宮市,津門川町,2020/2/22,20,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,今津駅前,282049,兵庫県,西宮市,津門呉羽町,2020/3/16,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高松町,2020/9/29,20,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,門戸,282049,兵庫県,西宮市,丸橋町,2020/12/17,17,４階建て以上共同住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原七番町,2020/12/2,18,道路上,その他,施錠した,なし
窃盗,車上ねらい,甲子園,小松,282049,兵庫県,西宮市,学文殿町１丁目,2020/3/31,3,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,甲子園,小松,282049,兵庫県,西宮市,小松西町１丁目,2020/1/29,0,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,甲子園,小松,282049,兵庫県,西宮市,里中町１丁目,2020/5/8,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,甲子園,小松,282049,兵庫県,西宮市,里中町３丁目,2020/1/25,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,甲子園,上田,282049,兵庫県,西宮市,上田中町,2020/10/2,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,甲子園,上田,282049,兵庫県,西宮市,上田西町,2020/3/21,21,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園浜１丁目,2020/5/5,22,道路上,その他,施錠した,あり
窃盗,車上ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園浜１丁目,2020/5/19,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,甲子園,浦風,282049,兵庫県,西宮市,甲子園浦風町,2020/3/16,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2020/5/1,12,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2020/5/6,10,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,西難波町４丁目,2020/10/16,10,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,玄番南之町,2020/1/25,15,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,西高洲町,2020/5/6,10,道路上,その他,施錠した,なし
窃盗,車上ねらい,尼崎南,出屋敷,282022,兵庫県,尼崎市,南竹谷町３丁目,2020/1/25,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田北通４丁目,2020/3/16,9,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,南城内,2020/2/1,0,その他,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,尼崎南,大島,282022,兵庫県,尼崎市,稲葉荘１丁目,2020/5/16,8,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,大島,282022,兵庫県,尼崎市,大庄北３丁目,2020/6/30,16,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,尼崎南,大島,282022,兵庫県,尼崎市,大庄北４丁目,2020/3/29,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町１丁目,2020/2/17,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,七松,282022,兵庫県,尼崎市,大島１丁目,2020/1/13,15,その他,その他,施錠した,あり
窃盗,車上ねらい,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉元町２丁目,2020/2/10,17,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大庄川田町,2020/3/30,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大庄中通１丁目,2020/6/14,22,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大島１丁目,2020/6/25,20,一戸建住宅,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大島３丁目,2020/7/21,20,道路上,その他,施錠した,あり
窃盗,車上ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町７丁目,2020/4/3,10,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町４丁目,2020/3/5,11,駐車（輪）場,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,水明町,2020/5/6,11,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎東,長洲,282022,兵庫県,尼崎市,金楽寺町２丁目,2020/7/17,7,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,梶ケ島,2020/1/20,16,駐車（輪）場,駐車（輪）場,施錠した,なし
