罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,2020/1/22,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,甲子園,本郷,282049,兵庫県,西宮市,甲子園八番町,2020/11/25,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町１丁目,2020/9/24,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町２丁目,2020/1/26,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町２丁目,2020/4/18,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町３丁目,2020/1/7,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町３丁目,2020/9/4,20,道路上,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,本郷,282049,兵庫県,西宮市,武庫川町,2020/8/19,20,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,甲子園,本郷,282049,兵庫県,西宮市,武庫川町,2020/10/15,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,甲子園,小松,282049,兵庫県,西宮市,学文殿町１丁目,2020/3/7,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,小松,282049,兵庫県,西宮市,甲子園六番町,2020/8/26,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,甲子園,小松,282049,兵庫県,西宮市,小松北町１丁目,2020/4/15,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,甲子園,小松,282049,兵庫県,西宮市,小松東町１丁目,2020/8/1,4,道路上,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,上田,282049,兵庫県,西宮市,上田中町,2020/7/16,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,甲子園,上田,282049,兵庫県,西宮市,上田東町,2020/3/15,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,甲子園,枝川,282049,兵庫県,西宮市,枝川町,2020/4/10,15,その他,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,枝川,282049,兵庫県,西宮市,枝川町,2020/4/11,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,枝川,282049,兵庫県,西宮市,枝川町,2020/4/14,15,その他,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園町,2019/12/10,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園網引町,2020/7/18,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園網引町,2020/12/17,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園高潮町,2020/2/21,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園八番町,2020/6/20,13,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園浜２丁目,2020/8/8,8,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,甲子園,浦風,282049,兵庫県,西宮市,上甲子園３丁目,2020/3/5,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,浦風,282049,兵庫県,西宮市,上甲子園３丁目,2020/11/29,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,甲子園,浦風,282049,兵庫県,西宮市,甲子園浦風町,2020/8/10,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口２丁目,2020/10/10,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口３丁目,2020/12/23,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2020/2/22,18,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2020/4/15,17,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2020/6/27,18,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2020/6/13,9,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町２丁目,2020/7/4,21,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2020/4/8,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,東難波,282022,兵庫県,尼崎市,東難波町５丁目,2020/8/16,12,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎南,西難波,282022,兵庫県,尼崎市,西難波町１丁目,2020/4/2,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,神田北通５丁目,2020/1/29,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,神田北通５丁目,2020/3/29,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,神田北通６丁目,2020/1/25,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,昭和通７丁目,2020/1/10,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,昭和通７丁目,2020/3/15,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,昭和南通７丁目,2020/1/22,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,西難波町３丁目,2020/7/30,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,西難波町３丁目,2020/10/13,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,昭和通,282022,兵庫県,尼崎市,西難波町４丁目,2020/4/11,19,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎南,竹谷,282022,兵庫県,尼崎市,神田北通７丁目,2020/7/1,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,竹谷,282022,兵庫県,尼崎市,神田南通３丁目,2020/9/12,2,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,竹谷,282022,兵庫県,尼崎市,神田南通３丁目,2020/10/19,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,竹谷,282022,兵庫県,尼崎市,玄番北之町,2020/10/13,1,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,竹谷,282022,兵庫県,尼崎市,昭和通９丁目,2020/4/20,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田北通２丁目,2020/9/21,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田北通３丁目,2020/1/28,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田中通２丁目,2020/4/29,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田中通３丁目,2020/2/1,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田中通３丁目,2020/3/29,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田中通３丁目,2020/9/26,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,神田中通３丁目,2020/9/29,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,昭和通４丁目,2020/8/25,23,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,昭和通５丁目,2020/10/6,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,昭和南通５丁目,2020/8/2,2,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,建家町,2020/10/22,17,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎南,中央,282022,兵庫県,尼崎市,東海岸町,2020/4/28,12,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,南城内,2020/5/5,4,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,御茶屋橋,282022,兵庫県,尼崎市,南城内,2020/8/16,14,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,大島,282022,兵庫県,尼崎市,稲葉荘２丁目,2020/11/4,3,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎南,大島,282022,兵庫県,尼崎市,大庄中通１丁目,2020/6/15,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,大島,282022,兵庫県,尼崎市,浜田町４丁目,2020/6/8,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,大島,282022,兵庫県,尼崎市,大庄北５丁目,2020/6/27,14,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町１丁目,2020/4/2,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町１丁目,2020/7/31,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,七松,282022,兵庫県,尼崎市,東七松町１丁目,2020/6/23,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,七松,282022,兵庫県,尼崎市,東七松町２丁目,2020/8/30,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,七松,282022,兵庫県,尼崎市,西立花町１丁目,2020/3/14,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,稲葉荘,282022,兵庫県,尼崎市,稲葉荘３丁目,2020/8/31,17,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎南,稲葉荘,282022,兵庫県,尼崎市,西立花町２丁目,2020/11/26,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大庄中通１丁目,2020/10/30,22,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大庄中通２丁目,2020/10/31,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大庄中通３丁目,2020/5/20,14,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大庄中通３丁目,2020/6/3,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大島２丁目,2020/8/2,9,その他,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,大庄,282022,兵庫県,尼崎市,大島３丁目,2020/5/20,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町７丁目,2020/9/19,20,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町１丁目,2020/6/10,23,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町２丁目,2020/8/4,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄川田町,2020/7/8,2,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,琴浦町,2020/1/2,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,崇徳院２丁目,2020/4/19,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,崇徳院３丁目,2020/8/21,12,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,崇徳院３丁目,2020/9/1,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,菜切山町,2020/7/27,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,蓬川町,2020/3/21,19,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町４丁目,2020/5/12,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,長洲,282022,兵庫県,尼崎市,杭瀬北新町３丁目,2020/3/25,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎東,長洲,282022,兵庫県,尼崎市,長洲西通２丁目,2020/1/25,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,長洲,282022,兵庫県,尼崎市,金楽寺町２丁目,2020/1/8,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,長洲,282022,兵庫県,尼崎市,金楽寺町２丁目,2020/2/15,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,稲川橋,282022,兵庫県,尼崎市,長洲東通３丁目,2020/2/13,23,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬本町２丁目,2020/5/10,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬本町２丁目,2020/9/19,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬本町３丁目,2020/5/9,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,杭瀬,282022,兵庫県,尼崎市,杭瀬南新町１丁目,2020/6/26,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,今福１丁目,2020/10/6,19,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,常光寺,282022,兵庫県,尼崎市,常光寺２丁目,2020/8/11,22,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,潮江１丁目,2020/5/27,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎東,尼崎駅前,282022,兵庫県,尼崎市,金楽寺町１丁目,2020/10/20,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2020/2/2,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,潮江１丁目,2020/12/28,13,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,次屋１丁目,2020/8/9,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,次屋２丁目,2020/8/1,22,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,次屋３丁目,2020/3/31,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,潮江,282022,兵庫県,尼崎市,浜２丁目,2020/2/5,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,神崎町,2020/8/28,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,神崎町,2020/8/31,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎東,神崎,282022,兵庫県,尼崎市,西川２丁目,2020/3/3,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,西長洲,282022,兵庫県,尼崎市,西長洲町１丁目,2020/5/28,8,その他,その他,施錠せず,あり
窃盗,車上ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,上坂部１丁目,2020/9/11,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,若王寺２丁目,2020/8/13,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,上坂部,282022,兵庫県,尼崎市,御園３丁目,2020/3/12,7,その他,その他,施錠せず,なし
窃盗,車上ねらい,尼崎東,食満,282022,兵庫県,尼崎市,口田中１丁目,2020/6/27,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,尼崎東,食満,282022,兵庫県,尼崎市,口田中１丁目,2020/10/25,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎東,食満,282022,兵庫県,尼崎市,御園１丁目,2020/11/20,15,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,尼崎東,食満,282022,兵庫県,尼崎市,食満５丁目,2020/2/1,8,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町５丁目,2020/4/24,17,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町５丁目,2020/5/6,21,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町６丁目,2020/10/26,20,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎東,園田駅前,282022,兵庫県,尼崎市,東園田町９丁目,2020/1/19,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎東,モスリン橋,282022,兵庫県,尼崎市,東園田町８丁目,2020/1/17,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,椎堂１丁目,2020/2/17,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,椎堂１丁目,2020/10/4,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,尼崎東,競馬場前,282022,兵庫県,尼崎市,東園田町３丁目,2020/7/27,15,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2020/5/4,14,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2020/5/18,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町２丁目,2020/12/2,21,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,阪急塚口駅前,282022,兵庫県,尼崎市,南塚口町３丁目,2020/10/20,9,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町２丁目,2018/1/1,22,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,塚口東,282022,兵庫県,尼崎市,塚口本町４丁目,2020/2/4,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎北,生島,282022,兵庫県,尼崎市,上ノ島町３丁目,2020/12/29,19,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎北,生島,282022,兵庫県,尼崎市,栗山町２丁目,2020/11/1,4,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,塚口北,282022,兵庫県,尼崎市,富松町１丁目,2020/7/19,1,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,塚口北,282022,兵庫県,尼崎市,富松町２丁目,2020/6/6,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１丁目,2020/6/5,22,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１丁目,2020/10/2,23,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘１丁目,2020/1/26,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘１丁目,2020/2/24,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘１丁目,2020/4/20,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘５丁目,2020/4/30,15,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘７丁目,2020/5/17,9,その他,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘東１丁目,2020/2/11,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘本町１丁目,2020/3/15,10,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,武庫之荘,282022,兵庫県,尼崎市,武庫之荘本町２丁目,2020/3/29,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,水堂町４丁目,2020/11/28,21,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘４丁目,2020/5/10,15,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘４丁目,2020/9/25,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘４丁目,2020/11/19,23,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘４丁目,2020/12/28,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘６丁目,2020/4/16,19,その他,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘９丁目,2020/10/20,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,南武庫之荘,282022,兵庫県,尼崎市,南武庫之荘１１丁目,2020/10/25,14,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎北,西昆陽,282022,兵庫県,尼崎市,西昆陽２丁目,2020/6/2,15,その他,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,西昆陽,282022,兵庫県,尼崎市,武庫之荘９丁目,2020/11/28,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町１丁目,2020/4/24,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎北,西武庫,282022,兵庫県,尼崎市,武庫元町３丁目,2020/11/12,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町１丁目,2020/10/19,16,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町２丁目,2020/1/25,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町２丁目,2020/9/21,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,尾浜町３丁目,2020/12/11,15,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,尾浜,282022,兵庫県,尼崎市,名神町２丁目,2020/6/1,14,その他,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,三反田町２丁目,2020/10/18,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町１丁目,2020/1/19,7,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町１丁目,2020/3/13,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町１丁目,2020/10/8,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町２丁目,2020/2/15,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町２丁目,2020/4/9,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町２丁目,2020/4/26,17,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町２丁目,2020/6/9,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,立花町２丁目,2020/12/15,23,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,水堂町１丁目,2020/5/29,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,水堂町３丁目,2020/3/2,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,水堂町３丁目,2020/3/4,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,南武庫之荘２丁目,2020/6/12,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尼崎北,立花駅前,282022,兵庫県,尼崎市,南武庫之荘３丁目,2020/2/8,17,その他,駐車（輪）場,施錠せず,なし
