罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通６丁目,2023[sanitize]09[sanitize]27,01,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通７丁目,2023[sanitize]08[sanitize]31,02,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通８丁目,2022[sanitize]12[sanitize]26,10,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通８丁目,2023[sanitize]04[sanitize]20,08,道路上,その他,10歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通８丁目,2023[sanitize]06[sanitize]21,16,道路上,その他,10歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,上沢通８丁目,2023[sanitize]06[sanitize]24,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通３丁目,2022[sanitize]11[sanitize]30,18,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通３丁目,2023[sanitize]08[sanitize]23,17,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通４丁目,2023[sanitize]07[sanitize]29,21,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通４丁目,2023[sanitize]12[sanitize]12,15,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通７丁目,2022[sanitize]10[sanitize]01,00,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通８丁目,2023[sanitize]03[sanitize]04,18,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通８丁目,2023[sanitize]03[sanitize]16,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通８丁目,2023[sanitize]05[sanitize]11,23,道路上,その他,10歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通８丁目,2023[sanitize]05[sanitize]18,08,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通８丁目,2023[sanitize]05[sanitize]30,08,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通８丁目,2023[sanitize]10[sanitize]04,07,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通８丁目,2023[sanitize]11[sanitize]08,07,道路上,その他,10歳代,その他,施錠した
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通８丁目,2023[sanitize]11[sanitize]10,07,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,下沢通８丁目,2023[sanitize]12[sanitize]24,01,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通３丁目,2023[sanitize]10[sanitize]25,14,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通７丁目,2023[sanitize]06[sanitize]11,14,一戸建住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通８丁目,2023[sanitize]01[sanitize]15,14,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通８丁目,2023[sanitize]08[sanitize]11,23,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通９丁目,2023[sanitize]07[sanitize]17,16,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通９丁目,2023[sanitize]09[sanitize]24,00,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,中道通９丁目,2023[sanitize]12[sanitize]15,06,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通３丁目,2023[sanitize]05[sanitize]27,19,道路上,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通５丁目,2023[sanitize]03[sanitize]09,17,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通５丁目,2023[sanitize]03[sanitize]12,18,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通５丁目,2023[sanitize]04[sanitize]07,22,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]01[sanitize]26,17,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]02[sanitize]12,07,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]03[sanitize]03,22,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]03[sanitize]25,22,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]04[sanitize]01,21,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]06[sanitize]16,07,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]06[sanitize]23,19,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]07[sanitize]25,19,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]08[sanitize]16,19,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]09[sanitize]29,21,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]10[sanitize]31,15,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通７丁目,2023[sanitize]12[sanitize]03,20,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通８丁目,2023[sanitize]04[sanitize]23,20,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通８丁目,2023[sanitize]05[sanitize]20,23,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通８丁目,2023[sanitize]07[sanitize]17,02,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通８丁目,2023[sanitize]11[sanitize]12,13,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通９丁目,2023[sanitize]04[sanitize]30,13,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,兵庫,皿池,281051,兵庫県,神戸市兵庫区,水木通１０丁目,2023[sanitize]08[sanitize]26,21,一戸建住宅,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西上橘通１丁目,2023[sanitize]08[sanitize]27,22,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西上橘通１丁目,2023[sanitize]10[sanitize]31,21,道路上,その他,20歳代,大学生,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西上橘通２丁目,2023[sanitize]03[sanitize]15,17,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西上橘通２丁目,2023[sanitize]04[sanitize]03,19,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西上橘通２丁目,2023[sanitize]05[sanitize]20,23,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西上橘通２丁目,2023[sanitize]05[sanitize]31,18,その他の住宅（３階建て以下共同住宅等）,その他,50歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西上橘通２丁目,2023[sanitize]10[sanitize]20,22,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西上橘通２丁目,2023[sanitize]11[sanitize]07,22,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西橘通１丁目,2023[sanitize]09[sanitize]11,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西橘通１丁目,2023[sanitize]09[sanitize]12,18,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西橘通２丁目,2023[sanitize]06[sanitize]16,17,４階建て以上共同住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西橘通２丁目,2023[sanitize]07[sanitize]11,12,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通１丁目,2023[sanitize]03[sanitize]23,00,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通１丁目,2023[sanitize]04[sanitize]01,10,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通１丁目,2023[sanitize]06[sanitize]23,18,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通１丁目,2023[sanitize]06[sanitize]29,21,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通２丁目,2023[sanitize]03[sanitize]26,18,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通２丁目,2023[sanitize]04[sanitize]01,00,その他,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通２丁目,2023[sanitize]08[sanitize]15,22,道路上,その他,10歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通２丁目,2023[sanitize]08[sanitize]18,13,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通２丁目,2023[sanitize]08[sanitize]18,18,道路上,その他,10歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通２丁目,2023[sanitize]08[sanitize]22,21,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通２丁目,2023[sanitize]09[sanitize]09,08,その他,その他,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,西多聞通２丁目,2023[sanitize]11[sanitize]15,08,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]01[sanitize]14,00,道路上,その他,60[sanitize]64歳,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]02[sanitize]09,12,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]02[sanitize]09,14,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]03[sanitize]18,18,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]06[sanitize]06,09,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]07[sanitize]03,15,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]08[sanitize]16,22,道路上,その他,65[sanitize]69歳,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]08[sanitize]17,18,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]09[sanitize]26,21,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]11[sanitize]10,12,道路上,その他,10歳代,その他,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]11[sanitize]12,04,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]11[sanitize]21,20,４階建て以上共同住宅,その他,20歳代,大学生,施錠した
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]12[sanitize]01,22,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,兵庫,福原,281051,兵庫県,神戸市兵庫区,福原町,2023[sanitize]12[sanitize]30,20,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町１丁目,2023[sanitize]04[sanitize]10,04,道路上,その他,60[sanitize]64歳,その他,施錠した
窃盗,自転車盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町１丁目,2023[sanitize]06[sanitize]24,23,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町２丁目,2023[sanitize]07[sanitize]22,14,その他,その他,40歳代,その他,施錠した
窃盗,自転車盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町２丁目,2023[sanitize]08[sanitize]01,12,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町２丁目,2023[sanitize]09[sanitize]16,19,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町２丁目,2023[sanitize]09[sanitize]20,08,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町２丁目,2023[sanitize]11[sanitize]21,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町３丁目,2023[sanitize]01[sanitize]20,22,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町３丁目,2023[sanitize]02[sanitize]27,15,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町４丁目,2023[sanitize]11[sanitize]01,22,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,兵庫,荒田,281051,兵庫県,神戸市兵庫区,荒田町４丁目,2023[sanitize]11[sanitize]19,17,道路上,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,兵庫,菊水西,281051,兵庫県,神戸市兵庫区,菊水町９丁目,2023[sanitize]10[sanitize]03,20,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,兵庫,菊水西,281051,兵庫県,神戸市兵庫区,菊水町１０丁目,2023[sanitize]03[sanitize]15,08,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,兵庫,菊水西,281051,兵庫県,神戸市兵庫区,菊水町１０丁目,2023[sanitize]06[sanitize]12,01,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,兵庫,菊水西,281051,兵庫県,神戸市兵庫区,滝山町,2023[sanitize]07[sanitize]22,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,長田,上池田,281069,兵庫県,神戸市長田区,上池田３丁目,2023[sanitize]03[sanitize]06,07,一戸建住宅,その他,10歳代,中学生,施錠した
窃盗,自転車盗,長田,上池田,281069,兵庫県,神戸市長田区,上池田３丁目,2023[sanitize]11[sanitize]30,04,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,長田,丸山,281069,兵庫県,神戸市長田区,長者町,2023[sanitize]08[sanitize]10,09,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,長田,丸山,281069,兵庫県,神戸市長田区,檜川町３丁目,2023[sanitize]04[sanitize]15,17,道路上,その他,60[sanitize]64歳,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,腕塚町３丁目,2023[sanitize]07[sanitize]16,20,一戸建住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,腕塚町４丁目,2023[sanitize]07[sanitize]20,18,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,腕塚町５丁目,2022[sanitize]12[sanitize]05,07,道路上,その他,10歳代,高校生,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,腕塚町５丁目,2023[sanitize]08[sanitize]23,12,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,腕塚町６丁目,2023[sanitize]03[sanitize]07,13,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,腕塚町８丁目,2023[sanitize]12[sanitize]03,22,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,久保町３丁目,2023[sanitize]03[sanitize]25,11,駐車（輪）場,駐車（輪）場,65[sanitize]69歳,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,久保町３丁目,2023[sanitize]09[sanitize]07,06,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,久保町４丁目,2023[sanitize]09[sanitize]23,17,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,久保町５丁目,2023[sanitize]09[sanitize]29,15,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,久保町５丁目,2023[sanitize]12[sanitize]18,18,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,久保町７丁目,2023[sanitize]10[sanitize]15,17,道路上,その他,60[sanitize]64歳,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,久保町９丁目,2023[sanitize]10[sanitize]16,20,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,久保町９丁目,2023[sanitize]10[sanitize]25,20,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,駒ケ林町２丁目,2023[sanitize]11[sanitize]04,20,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,駒ケ林町４丁目,2023[sanitize]08[sanitize]29,08,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,駒ケ林町５丁目,2023[sanitize]02[sanitize]14,19,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,駒ケ林町５丁目,2023[sanitize]05[sanitize]19,22,道路上,その他,60[sanitize]64歳,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,駒ケ林町５丁目,2023[sanitize]07[sanitize]11,01,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,駒ケ林町５丁目,2023[sanitize]09[sanitize]24,19,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,駒ケ林町５丁目,2023[sanitize]12[sanitize]01,18,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,庄田町２丁目,2023[sanitize]02[sanitize]01,13,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,庄田町３丁目,2023[sanitize]04[sanitize]26,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,西尻池町３丁目,2023[sanitize]03[sanitize]12,10,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,西尻池町４丁目,2023[sanitize]03[sanitize]29,08,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,西尻池町４丁目,2023[sanitize]10[sanitize]14,07,その他,その他,50歳代,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,西尻池町５丁目,2023[sanitize]07[sanitize]14,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町２丁目,2023[sanitize]05[sanitize]25,14,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町４丁目,2023[sanitize]08[sanitize]08,10,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町４丁目,2023[sanitize]12[sanitize]14,19,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町５丁目,2023[sanitize]01[sanitize]16,18,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町５丁目,2023[sanitize]01[sanitize]25,07,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町５丁目,2023[sanitize]05[sanitize]03,14,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町５丁目,2023[sanitize]06[sanitize]14,08,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町５丁目,2023[sanitize]07[sanitize]02,10,その他,その他,65[sanitize]69歳,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町５丁目,2023[sanitize]07[sanitize]05,23,道路上,その他,10歳代,中学生,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町５丁目,2023[sanitize]12[sanitize]19,09,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町６丁目,2023[sanitize]03[sanitize]03,16,道路上,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町６丁目,2023[sanitize]06[sanitize]27,19,道路上,その他,10歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町６丁目,2023[sanitize]07[sanitize]19,14,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町６丁目,2023[sanitize]10[sanitize]10,17,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町６丁目,2023[sanitize]10[sanitize]23,16,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠した
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町８丁目,2023[sanitize]08[sanitize]16,11,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町８丁目,2023[sanitize]09[sanitize]09,21,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,二葉町９丁目,2023[sanitize]11[sanitize]01,21,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,南駒栄町,2023[sanitize]05[sanitize]27,19,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,長田,久保,281069,兵庫県,神戸市長田区,南駒栄町,2023[sanitize]08[sanitize]31,14,駐車（輪）場,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,長田,名倉,281069,兵庫県,神戸市長田区,長田天神町１丁目,2023[sanitize]07[sanitize]04,15,道路上,その他,10歳代,その他,施錠せず
