罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,宝塚,小浜,282146,兵庫県,宝塚市,中筋５丁目,2018-04-23,09,駐車（輪）場,その他
窃盗,部品ねらい,宝塚,安倉,282146,兵庫県,宝塚市,安倉南１丁目,2018-02-13,16,道路上,ナンバープレート
窃盗,部品ねらい,宝塚,安倉,282146,兵庫県,宝塚市,安倉南３丁目,2018-08-30,19,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,宝塚,安倉,282146,兵庫県,宝塚市,安倉南４丁目,2018-04-14,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,山本,282146,兵庫県,宝塚市,平井５丁目,2018-01-31,07,駐車（輪）場,その他
窃盗,部品ねらい,宝塚,山本,282146,兵庫県,宝塚市,山本中３丁目,2018-02-07,18,その他,ナンバープレート
窃盗,部品ねらい,宝塚,山本,282146,兵庫県,宝塚市,山本野里１丁目,2018-03-22,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,山本,282146,兵庫県,宝塚市,山本丸橋２丁目,2018-06-27,00,駐車（輪）場,その他
窃盗,部品ねらい,宝塚,山本,282146,兵庫県,宝塚市,山本丸橋２丁目,2018-07-16,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,清荒神,282146,兵庫県,宝塚市,旭町２丁目,2018-03-12,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,清荒神,282146,兵庫県,宝塚市,売布２丁目,2018-03-19,15,一戸建住宅,タイヤ・ホイール
窃盗,部品ねらい,宝塚,中山台,282146,兵庫県,宝塚市,中筋山手１丁目,2018-03-27,20,駐車（輪）場,その他
窃盗,部品ねらい,宝塚,中山台,282146,兵庫県,宝塚市,中山五月台６丁目,2018-01-24,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宝塚,つつじガ丘,282146,兵庫県,宝塚市,雲雀丘山手２丁目,2018-06-17,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,宝塚,大原野,282146,兵庫県,宝塚市,大原野字同道,2018-06-21,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,篠山,篠山,282219,兵庫県,篠山市,西新町,2018-09-08,16,一戸建住宅,その他
窃盗,部品ねらい,篠山,福住,282219,兵庫県,篠山市,福住,2018-10-29,08,一戸建住宅,その他
窃盗,部品ねらい,篠山,河内,282219,兵庫県,篠山市,垣屋,2018-08-03,21,その他,その他
窃盗,部品ねらい,篠山,河内,282219,兵庫県,篠山市,東木之部,2018-06-18,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,篠山,古市,282219,兵庫県,篠山市,今田町下立杭,2018-06-13,17,その他,その他
窃盗,部品ねらい,篠山,古市,282219,兵庫県,篠山市,古市,2018-06-11,12,駐車（輪）場,その他
窃盗,部品ねらい,篠山,古市,282219,兵庫県,篠山市,南矢代,2018-08-03,06,駐車（輪）場,その他
窃盗,部品ねらい,篠山,今田,282219,兵庫県,篠山市,今田町黒石,2018-06-12,06,その他,その他
窃盗,部品ねらい,篠山,今田,282219,兵庫県,篠山市,今田町木津,2018-06-05,17,道路上,その他
窃盗,部品ねらい,丹波,柏原駅前,282235,兵庫県,丹波市,柏原町下小倉,2018-10-15,16,駐車（輪）場,その他
窃盗,部品ねらい,丹波,池谷,282235,兵庫県,丹波市,山南町長野,2018-04-22,11,駐車（輪）場,その他
窃盗,部品ねらい,丹波,氷上,282235,兵庫県,丹波市,氷上町市辺,2018-03-06,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,丹波,佐治,282235,兵庫県,丹波市,青垣町大稗,不明,不明,その他,ナンバープレート
窃盗,部品ねらい,丹波,石才,282235,兵庫県,丹波市,春日町野山,2018-02-01,08,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,明石,明石駅前,282031,兵庫県,明石市,大明石町１丁目,2018-02-01,07,駐車（輪）場,その他
窃盗,部品ねらい,明石,明石駅前,282031,兵庫県,明石市,大明石町１丁目,2018-02-25,09,駐車（輪）場,その他
窃盗,部品ねらい,明石,明石駅前,282031,兵庫県,明石市,太寺１丁目,2018-01-28,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,明石,本町,282031,兵庫県,明石市,本町２丁目,2018-11-24,16,駐車（輪）場,その他
窃盗,部品ねらい,明石,本町,282031,兵庫県,明石市,港町,2017-03-27,18,その他,ナンバープレート
窃盗,部品ねらい,明石,大蔵,282031,兵庫県,明石市,大蔵天神町,2018-08-19,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,大蔵,282031,兵庫県,明石市,大蔵八幡町,2018-02-02,08,駐車（輪）場,その他
窃盗,部品ねらい,明石,西新町,282031,兵庫県,明石市,北王子町,2018-02-12,23,駐車（輪）場,その他
窃盗,部品ねらい,明石,西新町,282031,兵庫県,明石市,硯町３丁目,2018-05-20,12,駐車（輪）場,その他
窃盗,部品ねらい,明石,西新町,282031,兵庫県,明石市,田町１丁目,2018-03-01,19,道路上,ナンバープレート
窃盗,部品ねらい,明石,林崎,282031,兵庫県,明石市,貴崎２丁目,2018-01-17,08,駐車（輪）場,その他
窃盗,部品ねらい,明石,林崎,282031,兵庫県,明石市,貴崎３丁目,2017-11-20,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,林崎,282031,兵庫県,明石市,貴崎４丁目,2018-10-10,15,駐車（輪）場,その他
窃盗,部品ねらい,明石,林崎,282031,兵庫県,明石市,立石１丁目,2018-04-17,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,明石,林崎,282031,兵庫県,明石市,林３丁目,2018-06-20,08,その他,その他
窃盗,部品ねらい,明石,小久保,282031,兵庫県,明石市,小久保１丁目,2018-04-06,18,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,明石,小久保,282031,兵庫県,明石市,小久保１丁目,2018-10-17,17,駐車（輪）場,その他
窃盗,部品ねらい,明石,小久保,282031,兵庫県,明石市,小久保２丁目,2018-10-12,19,駐車（輪）場,その他
窃盗,部品ねらい,明石,小久保,282031,兵庫県,明石市,小久保３丁目,2018-02-11,16,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,明石,小久保,282031,兵庫県,明石市,小久保３丁目,2018-07-04,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,小久保,282031,兵庫県,明石市,,2018-07-18,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,小久保,282031,兵庫県,明石市,和坂１丁目,2018-08-03,22,駐車（輪）場,その他
窃盗,部品ねらい,明石,藤江,282031,兵庫県,明石市,藤江,2017-03-01,10,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,明石,藤江,282031,兵庫県,明石市,藤江,2018-07-23,11,一戸建住宅,その他
窃盗,部品ねらい,明石,藤江,282031,兵庫県,明石市,藤江,2018-09-20,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,大久保,282031,兵庫県,明石市,大久保町大窪,2018-06-09,21,一戸建住宅,ナンバープレート
窃盗,部品ねらい,明石,大久保,282031,兵庫県,明石市,大久保町大窪,2018-09-03,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,大久保,282031,兵庫県,明石市,大久保町駅前１丁目,2018-03-01,22,駐車（輪）場,その他
窃盗,部品ねらい,明石,大久保,282031,兵庫県,明石市,大久保町駅前１丁目,2018-09-12,06,駐車（輪）場,その他
窃盗,部品ねらい,明石,大久保南,282031,兵庫県,明石市,魚住町金ケ崎,2018-03-16,00,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,明石,大久保南,282031,兵庫県,明石市,大久保町西島,2018-09-23,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,大久保南,282031,兵庫県,明石市,大久保町八木,2018-06-01,17,駐車（輪）場,その他
窃盗,部品ねらい,明石,大久保南,282031,兵庫県,明石市,藤江,2018-09-18,22,駐車（輪）場,その他
窃盗,部品ねらい,明石,大久保南,282031,兵庫県,明石市,大久保町ゆりのき通３丁目,2018-11-25,13,道路上,その他
窃盗,部品ねらい,明石,高丘,282031,兵庫県,明石市,大久保町大窪,2018-11-29,09,一戸建住宅,その他
窃盗,部品ねらい,明石,高丘,282031,兵庫県,明石市,大久保町高丘３丁目,2018-05-13,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,高丘,282031,兵庫県,明石市,大久保町高丘３丁目,2018-06-13,17,駐車（輪）場,その他
窃盗,部品ねらい,明石,高丘,282031,兵庫県,明石市,大久保町高丘３丁目,2018-06-16,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,高丘,282031,兵庫県,明石市,大久保町高丘５丁目,2018-05-24,15,駐車（輪）場,その他
窃盗,部品ねらい,明石,高丘,282031,兵庫県,明石市,大久保町高丘５丁目,2018-07-15,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,江井島,282031,兵庫県,明石市,大久保町西島,2018-09-28,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,江井島,282031,兵庫県,明石市,大久保町西島,2018-10-02,00,駐車（輪）場,その他
窃盗,部品ねらい,明石,魚住,282031,兵庫県,明石市,,2018-05-07,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,魚住,282031,兵庫県,明石市,魚住町清水,2017-12-21,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,魚住,282031,兵庫県,明石市,魚住町清水,2018-07-31,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,魚住,282031,兵庫県,明石市,魚住町清水,2018-09-18,21,道路上,タイヤ・ホイール
窃盗,部品ねらい,明石,魚住,282031,兵庫県,明石市,魚住町長坂寺,2018-07-06,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,魚住,282031,兵庫県,明石市,魚住町長坂寺,2018-07-30,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,魚住,282031,兵庫県,明石市,魚住町長坂寺,2018-08-17,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,明石,魚住,282031,兵庫県,明石市,魚住町長坂寺,2018-08-18,11,駐車（輪）場,その他
窃盗,部品ねらい,明石,魚住,282031,兵庫県,明石市,魚住町長坂寺,2018-09-09,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,魚住,282031,兵庫県,明石市,魚住町長坂寺,2018-12-11,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,魚住,282031,兵庫県,明石市,魚住町中尾,2018-10-01,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,東二見,282031,兵庫県,明石市,魚住町西岡,2018-06-07,19,駐車（輪）場,その他
窃盗,部品ねらい,明石,東二見,282031,兵庫県,明石市,二見町東二見,2018-01-24,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,東二見,282031,兵庫県,明石市,二見町東二見,2018-06-22,12,その他,その他
窃盗,部品ねらい,明石,東二見,282031,兵庫県,明石市,二見町西二見駅前１丁目,2018-10-24,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,明石,西二見,282031,兵庫県,明石市,魚住町清水,2018-09-08,23,駐車（輪）場,その他
窃盗,部品ねらい,明石,西二見,282031,兵庫県,明石市,魚住町清水,2018-09-16,18,駐車（輪）場,その他
窃盗,部品ねらい,明石,西明石,282031,兵庫県,明石市,東藤江２丁目,2018-09-03,13,一戸建住宅,その他
窃盗,部品ねらい,明石,朝霧町,282031,兵庫県,明石市,大蔵八幡町,2018-02-22,08,駐車（輪）場,その他
窃盗,部品ねらい,明石,朝霧町,282031,兵庫県,明石市,西朝霧丘,2018-06-01,19,駐車（輪）場,その他
窃盗,部品ねらい,明石,明舞,282031,兵庫県,明石市,松が丘１丁目,2018-01-26,18,駐車（輪）場,その他
窃盗,部品ねらい,明石,明舞,282031,兵庫県,明石市,松が丘２丁目,2018-02-05,09,駐車（輪）場,その他
窃盗,部品ねらい,明石,明舞,282031,兵庫県,明石市,松が丘３丁目,2018-08-21,08,駐車（輪）場,その他
窃盗,部品ねらい,三木,大塚,282154,兵庫県,三木市,平井,2018-08-10,18,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,三木,大塚,282154,兵庫県,三木市,府内町,2018-01-02,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,三木,本町,282154,兵庫県,三木市,大村,2018-02-28,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,三木,本町,282154,兵庫県,三木市,大村,2018-03-13,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,三木,本町,282154,兵庫県,三木市,加佐,2018-12-09,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,三木,本町,282154,兵庫県,三木市,福井１丁目,2018-02-15,20,駐車（輪）場,その他
窃盗,部品ねらい,三木,別所,282154,兵庫県,三木市,別所町東這田,2018-02-27,10,その他,その他
窃盗,部品ねらい,三木,口吉川,282154,兵庫県,三木市,口吉川町殿畑,2018-07-01,09,その他,その他
窃盗,部品ねらい,三木,口吉川,282154,兵庫県,三木市,口吉川町東中,2018-07-06,19,その他,その他
窃盗,部品ねらい,三木,前田,282154,兵庫県,三木市,吉川町実楽,2018-02-13,18,駐車（輪）場,その他
窃盗,部品ねらい,三木,前田,282154,兵庫県,三木市,吉川町実楽,2018-06-11,18,駐車（輪）場,その他
窃盗,部品ねらい,三木,前田,282154,兵庫県,三木市,吉川町新田,2018-08-14,06,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,三木,御坂,282154,兵庫県,三木市,志染町戸田,2018-09-12,19,駐車（輪）場,その他
窃盗,部品ねらい,三木,自由が丘,282154,兵庫県,三木市,志染町広野４丁目,2018-01-21,03,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,三木,自由が丘,282154,兵庫県,三木市,志染町広野４丁目,2018-02-23,09,駐車（輪）場,その他
窃盗,部品ねらい,三木,自由が丘,282154,兵庫県,三木市,別所町小林,2018-02-21,17,駐車（輪）場,その他
窃盗,部品ねらい,三木,自由が丘,282154,兵庫県,三木市,別所町小林,2018-02-25,12,駐車（輪）場,その他
窃盗,部品ねらい,三木,自由が丘,282154,兵庫県,三木市,別所町小林,2018-02-26,00,駐車（輪）場,その他
窃盗,部品ねらい,三木,自由が丘,282154,兵庫県,三木市,別所町小林,2018-06-01,13,駐車（輪）場,その他
窃盗,部品ねらい,三木,緑が丘,282154,兵庫県,三木市,志染町青山６丁目,2017-12-22,07,駐車（輪）場,その他
窃盗,部品ねらい,三木,吉川,282154,兵庫県,三木市,吉川町大沢,2018-01-25,17,駐車（輪）場,その他
窃盗,部品ねらい,三木,吉川,282154,兵庫県,三木市,吉川町大畑,2018-02-09,09,駐車（輪）場,その他
窃盗,部品ねらい,三木,吉川,282154,兵庫県,三木市,吉川町湯谷,2018-02-25,17,駐車（輪）場,その他
窃盗,部品ねらい,加東,社,282286,兵庫県,加東市,喜田２丁目,2018-01-12,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加東,三草,282286,兵庫県,加東市,下三草,2018-03-19,20,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,加東,滝野,282286,兵庫県,加東市,多井田,2018-04-18,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加東,吉井,282286,兵庫県,加東市,厚利,2018-01-20,18,道路上,その他
窃盗,部品ねらい,加東,吉井,282286,兵庫県,加東市,新定,2018-02-13,18,その他,その他
窃盗,部品ねらい,加東,吉井,282286,兵庫県,加東市,藪,2018-03-15,17,駐車（輪）場,その他
窃盗,部品ねらい,加東,天神,282286,兵庫県,加東市,岩屋,2018-02-12,17,駐車（輪）場,その他
窃盗,部品ねらい,加東,天神,282286,兵庫県,加東市,永福,2018-02-20,17,駐車（輪）場,その他
窃盗,部品ねらい,加東,天神,282286,兵庫県,加東市,天神,2018-01-19,16,駐車（輪）場,その他
窃盗,部品ねらい,加東,天神,282286,兵庫県,加東市,天神,2018-01-24,17,その他,その他
窃盗,部品ねらい,加東,天神,282286,兵庫県,加東市,天神,2018-01-26,16,駐車（輪）場,その他
窃盗,部品ねらい,加東,天神,282286,兵庫県,加東市,天神,2018-01-28,10,駐車（輪）場,その他
窃盗,部品ねらい,加東,天神,282286,兵庫県,加東市,天神,2018-02-15,16,駐車（輪）場,その他
窃盗,部品ねらい,加東,天神,282286,兵庫県,加東市,長貞,2018-02-21,20,駐車（輪）場,その他
窃盗,部品ねらい,加東,天神,282286,兵庫県,加東市,横谷,2018-01-23,13,駐車（輪）場,その他
窃盗,部品ねらい,加東,秋津,282286,兵庫県,加東市,秋津,2018-01-31,17,駐車（輪）場,その他
窃盗,部品ねらい,加東,秋津,282286,兵庫県,加東市,秋津,2018-01-31,17,駐車（輪）場,その他
窃盗,部品ねらい,加西,北条,282201,兵庫県,加西市,北条町栗田,2018-10-24,20,駐車（輪）場,その他
窃盗,部品ねらい,加西,大村,282201,兵庫県,加西市,段下町,2018-02-11,17,その他,その他
窃盗,部品ねらい,加西,中野,282201,兵庫県,加西市,桑原田町,2018-10-23,19,その他,その他
窃盗,部品ねらい,加西,富合,282201,兵庫県,加西市,朝妻町,2017-08-20,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加西,上野,282201,兵庫県,加西市,上野町,2018-05-23,21,一戸建住宅,ナンバープレート
窃盗,部品ねらい,西脇,野村,282138,兵庫県,西脇市,下戸田,2018-11-02,18,一戸建住宅,その他
窃盗,部品ねらい,西脇,野村,282138,兵庫県,西脇市,野村町,2017-12-20,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西脇,野村,282138,兵庫県,西脇市,野村町,2018-02-19,16,駐車（輪）場,その他
窃盗,部品ねらい,西脇,野村,282138,兵庫県,西脇市,野村町,2018-08-02,20,その他,その他
窃盗,部品ねらい,西脇,喜多,282138,兵庫県,西脇市,黒田庄町大門,2018-11-10,13,駐車（輪）場,その他
窃盗,部品ねらい,西脇,松井庄,283657,兵庫県,多可町,加美区寺内,2018-02-03,08,駐車（輪）場,カーナビ
窃盗,部品ねらい,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町河原,2018-05-15,07,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町篠原町,2018-08-31,19,道路上,その他
窃盗,部品ねらい,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町平野,2018-04-16,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町溝之口,2018-03-10,18,駐車（輪）場,その他
窃盗,部品ねらい,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町溝之口,2018-05-01,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,鳩里,282103,兵庫県,加古川市,加古川町粟津,2018-08-24,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,鳩里,282103,兵庫県,加古川市,加古川町稲屋,2018-08-28,15,一戸建住宅,その他
窃盗,部品ねらい,加古川,鳩里,282103,兵庫県,加古川市,加古川町北在家,2018-10-08,17,駐車（輪）場,その他
窃盗,部品ねらい,加古川,鳩里,282103,兵庫県,加古川市,加古川町平野,2018-07-10,17,駐車（輪）場,その他
窃盗,部品ねらい,加古川,鳩里,282103,兵庫県,加古川市,加古川町備後,2018-01-10,22,駐車（輪）場,その他
窃盗,部品ねらい,加古川,神野,282103,兵庫県,加古川市,神野町福留,2018-03-09,12,その他,その他
窃盗,部品ねらい,加古川,神野,282103,兵庫県,加古川市,神野町福留,2018-12-04,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,加古川,神野,282103,兵庫県,加古川市,山手１丁目,2018-12-02,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,尾上,282103,兵庫県,加古川市,尾上町旭１丁目,2018-10-31,08,駐車（輪）場,その他
窃盗,部品ねらい,加古川,尾上,282103,兵庫県,加古川市,尾上町今福,2018-07-12,17,駐車（輪）場,その他
窃盗,部品ねらい,加古川,尾上,282103,兵庫県,加古川市,尾上町口里,2018-05-25,18,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,加古川,尾上,282103,兵庫県,加古川市,尾上町口里,2018-10-05,06,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,尾上,282103,兵庫県,加古川市,尾上町養田,2018-09-26,17,駐車（輪）場,その他
窃盗,部品ねらい,加古川,尾上,282103,兵庫県,加古川市,尾上町養田１丁目,2018-01-05,18,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,加古川,尾上,282103,兵庫県,加古川市,尾上町養田１丁目,2018-04-04,17,駐車（輪）場,その他
窃盗,部品ねらい,加古川,野口,282103,兵庫県,加古川市,野口町北野,2018-07-30,16,一戸建住宅,ナンバープレート
窃盗,部品ねらい,加古川,野口,282103,兵庫県,加古川市,野口町坂井,2018-09-30,16,駐車（輪）場,その他
窃盗,部品ねらい,加古川,野口,282103,兵庫県,加古川市,野口町長砂,2018-09-08,22,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,加古川,野口,282103,兵庫県,加古川市,野口町長砂,2018-10-18,08,駐車（輪）場,その他
窃盗,部品ねらい,加古川,野口,282103,兵庫県,加古川市,野口町長砂,2018-11-15,20,駐車（輪）場,その他
窃盗,部品ねらい,加古川,野口,282103,兵庫県,加古川市,野口町野口,2018-04-22,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,野口,282103,兵庫県,加古川市,野口町良野,2018-07-26,17,駐車（輪）場,その他
窃盗,部品ねらい,加古川,別府,282103,兵庫県,加古川市,加古川町西河原,2018-12-27,12,駐車（輪）場,その他
窃盗,部品ねらい,加古川,別府,282103,兵庫県,加古川市,別府町別府,2018-09-05,07,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,加古川,別府,282103,兵庫県,加古川市,別府町別府,2018-10-05,18,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,加古川,別府,282103,兵庫県,加古川市,別府町別府,2018-11-14,08,駐車（輪）場,その他
窃盗,部品ねらい,加古川,別府,282103,兵庫県,加古川市,別府町緑町,2018-10-25,19,駐車（輪）場,その他
窃盗,部品ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町一色,2018-01-10,00,一戸建住宅,その他
窃盗,部品ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町一色,2018-06-29,18,駐車（輪）場,その他
窃盗,部品ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家,2018-08-20,07,駐車（輪）場,その他
窃盗,部品ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家,2018-09-24,15,駐車（輪）場,その他
窃盗,部品ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家,2018-12-23,20,駐車（輪）場,その他
窃盗,部品ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家２丁目,2018-09-04,12,駐車（輪）場,その他
窃盗,部品ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町西谷,2018-07-13,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町二俣,2018-07-28,05,駐車（輪）場,その他
窃盗,部品ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町二俣,2018-08-19,12,駐車（輪）場,その他
窃盗,部品ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町二俣,2018-09-06,21,駐車（輪）場,その他
窃盗,部品ねらい,加古川,東加古川,282103,兵庫県,加古川市,平岡町二俣,2018-10-22,11,その他,その他
窃盗,部品ねらい,加古川,本荘,283827,兵庫県,播磨町,古宮,2018-11-14,22,一戸建住宅,ナンバープレート
窃盗,部品ねらい,加古川,本荘,283827,兵庫県,播磨町,二子,2018-09-21,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,本荘,283827,兵庫県,播磨町,本荘,2018-08-21,18,駐車（輪）場,その他
窃盗,部品ねらい,加古川,本荘,283827,兵庫県,播磨町,北本荘４丁目,2018-11-01,15,駐車（輪）場,その他
窃盗,部品ねらい,加古川,両荘,282103,兵庫県,加古川市,平荘町一本松,2018-04-14,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,平津,282103,兵庫県,加古川市,米田町平津,2018-01-17,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,平津,282103,兵庫県,加古川市,米田町平津,2018-01-22,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,平津,282103,兵庫県,加古川市,米田町平津,2018-12-06,07,駐車（輪）場,その他
窃盗,部品ねらい,加古川,神吉,282103,兵庫県,加古川市,西神吉町岸,2018-02-18,09,駐車（輪）場,カーナビ
窃盗,部品ねらい,加古川,神吉,282103,兵庫県,加古川市,西神吉町辻,2018-05-27,13,駐車（輪）場,その他
窃盗,部品ねらい,加古川,神吉,282103,兵庫県,加古川市,東神吉町神吉,2018-04-12,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,志方,282103,兵庫県,加古川市,志方町志方町,2018-12-05,17,駐車（輪）場,その他
窃盗,部品ねらい,加古川,志方,282103,兵庫県,加古川市,志方町上冨木,2018-12-13,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,新神野,282103,兵庫県,加古川市,新神野３丁目,2018-06-02,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,野添,283827,兵庫県,播磨町,東野添１丁目,2018-12-01,17,その他,その他
窃盗,部品ねらい,加古川,野添,283827,兵庫県,播磨町,南野添３丁目,2018-02-25,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加古川,野添,283827,兵庫県,播磨町,南野添３丁目,2018-12-21,17,駐車（輪）場,その他
窃盗,部品ねらい,加古川,県農前,282103,兵庫県,加古川市,野口町水足,2018-12-30,01,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,加古川,県農前,282103,兵庫県,加古川市,平岡町新在家,2018-02-01,17,駐車（輪）場,その他
窃盗,部品ねらい,加古川,県農前,282103,兵庫県,加古川市,平岡町新在家,2018-10-08,18,駐車（輪）場,その他
窃盗,部品ねらい,高砂,荒井,282162,兵庫県,高砂市,荒井町若宮町,2018-05-27,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高砂,荒井,282162,兵庫県,高砂市,今市１丁目,2018-01-12,20,駐車（輪）場,その他
窃盗,部品ねらい,高砂,荒井,282162,兵庫県,高砂市,今市２丁目,2017-06-01,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高砂,荒井,282162,兵庫県,高砂市,緑丘２丁目,2018-10-19,12,その他,その他
窃盗,部品ねらい,高砂,伊保,282162,兵庫県,高砂市,伊保港町１丁目,2018-02-10,05,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高砂,米田,282162,兵庫県,高砂市,米田町島,2018-06-21,12,駐車（輪）場,その他
窃盗,部品ねらい,高砂,阿弥陀,282162,兵庫県,高砂市,阿弥陀町阿弥陀,2018-11-10,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高砂,阿弥陀,282162,兵庫県,高砂市,阿弥陀町北池,2018-08-19,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高砂,阿弥陀,282162,兵庫県,高砂市,阿弥陀町地徳,2018-02-13,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高砂,阿弥陀,282162,兵庫県,高砂市,阿弥陀町地徳,2018-02-13,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高砂,曽根,282162,兵庫県,高砂市,時光寺町,2018-10-06,12,駐車（輪）場,その他
