罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,宝塚,山本,282146,兵庫県,宝塚市,口谷西２丁目,2019-10-09,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,小林,282146,兵庫県,宝塚市,小林４丁目,2018-12-25,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宝塚,小林,282146,兵庫県,宝塚市,小林４丁目,2019-03-04,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明石駅前,282031,兵庫県,明石市,大明石町１丁目,2019-07-26,10,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明石駅前,282031,兵庫県,明石市,鷹匠町,2019-06-01,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,明石駅前,282031,兵庫県,明石市,東仲ノ町,2019-07-17,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,西新町,282031,兵庫県,明石市,王子１丁目,2019-01-26,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,西新町,282031,兵庫県,明石市,硯町２丁目,2019-01-28,07,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,西新町,282031,兵庫県,明石市,西新町１丁目,2019-05-27,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,西新町,282031,兵庫県,明石市,西新町１丁目,2019-05-27,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,西新町,282031,兵庫県,明石市,南王子町,2019-11-07,10,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,小久保２丁目,2018-12-20,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,西明石町２丁目,2019-04-06,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,野々上２丁目,2019-06-16,19,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,和坂,2019-04-30,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,小久保,282031,兵庫県,明石市,西明石東町,2019-02-14,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大久保,282031,兵庫県,明石市,大久保町大窪,2019-02-06,14,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,大久保,282031,兵庫県,明石市,大久保町大窪,2019-04-26,10,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,大久保,282031,兵庫県,明石市,大久保町駅前１丁目,2017-07-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,大久保南,282031,兵庫県,明石市,大久保町ゆりのき通２丁目,2019-09-04,07,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,高丘,282031,兵庫県,明石市,大久保町高丘７丁目,2019-05-05,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,高丘,282031,兵庫県,明石市,大久保町山手台２丁目,2019-03-20,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,八木,282031,兵庫県,明石市,大久保町谷八木,2019-08-27,00,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,魚住,282031,兵庫県,明石市,魚住町清水,2019-03-27,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,東二見,282031,兵庫県,明石市,大久保町西島,2014-10-01,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,東二見,282031,兵庫県,明石市,二見町西二見駅前１丁目,2019-07-23,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,西二見,282031,兵庫県,明石市,魚住町清水,2018-10-22,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,西明石,282031,兵庫県,明石市,西明石北町３丁目,2017-12-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,明石,朝霧町,282031,兵庫県,明石市,東野町,2019-06-19,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,明石,明舞,282031,兵庫県,明石市,松が丘２丁目,2019-11-17,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,三木,大塚,282154,兵庫県,三木市,大塚１丁目,2019-04-12,10,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加東,社,282286,兵庫県,加東市,社,2019-05-31,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加東,滝野,282286,兵庫県,加東市,下滝野１丁目,2016-10-01,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西脇,西脇中央,282138,兵庫県,西脇市,西脇,2019-10-07,23,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,加古川駅前,282103,兵庫県,加古川市,加古川町篠原町,2019-09-05,11,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,鳩里,282103,兵庫県,加古川市,加古川町南備後,2017-07-23,10,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,加古川,尾上,282103,兵庫県,加古川市,尾上町池田,2019-06-05,11,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,尾上,282103,兵庫県,加古川市,尾上町池田,2019-06-17,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,尾上,282103,兵庫県,加古川市,尾上町養田,2019-10-21,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,加古川,尾上,282103,兵庫県,加古川市,加古川町南備後,2019-04-19,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,加古川,尾上,282103,兵庫県,加古川市,別府町別府,2019-07-19,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,加古川,野口,282103,兵庫県,加古川市,野口町古大内,2019-06-01,17,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,加古川,別府,282103,兵庫県,加古川市,別府町朝日町,2019-03-04,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,別府,282103,兵庫県,加古川市,別府町新野辺,2019-02-03,13,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町新在家１丁目,2019-04-14,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,加古川,東加古川,282103,兵庫県,加古川市,平岡町中野,2019-11-20,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,加古川,土山,283827,兵庫県,播磨町,野添,2019-05-31,07,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,稲美,283819,兵庫県,稲美町,加古,2018-12-17,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,加古川,稲美,283819,兵庫県,稲美町,国安,2019-01-13,05,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,加古川,平津,282103,兵庫県,加古川市,米田町船頭,2019-06-02,15,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,平津,282103,兵庫県,加古川市,米田町平津,2019-07-25,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,加古川,野添,283827,兵庫県,播磨町,大中２丁目,2019-08-17,01,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高砂,曽根,282162,兵庫県,高砂市,曽根町,2015-03-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,高砂,高砂駅前,282162,兵庫県,高砂市,高砂町浜田町１丁目,2019-04-27,18,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,姫路駅前,282014,兵庫県,姫路市,東駅前町,2019-08-07,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,姫路駅前,282014,兵庫県,姫路市,東駅前町,2019-09-04,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,姫路駅前,282014,兵庫県,姫路市,東駅前町,2019-11-19,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,姫路駅南,282014,兵庫県,姫路市,書写,不明,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,姫路駅南,282014,兵庫県,姫路市,佃町,2015-12-01,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,姫路駅南,282014,兵庫県,姫路市,南畝町１丁目,2019-07-22,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,姫路駅南,282014,兵庫県,姫路市,北条,2019-10-03,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,姫路駅南,282014,兵庫県,姫路市,北条,2019-11-18,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,八代,282014,兵庫県,姫路市,上大野２丁目,2019-08-07,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,姫路,野里,282014,兵庫県,姫路市,西中島,2019-05-03,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,野里駅前,282014,兵庫県,姫路市,野里,2018-08-15,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,花田,282014,兵庫県,姫路市,花田町上原田,2019-05-15,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,飾西,282014,兵庫県,姫路市,青山南１丁目,2019-01-05,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,姫路,飾西,282014,兵庫県,姫路市,青山南１丁目,2019-05-23,21,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,姫路,狭戸,282014,兵庫県,姫路市,安富町長野,2018-12-28,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,姫路,狭戸,282014,兵庫県,姫路市,安富町三坂,2017-11-01,00,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,飾磨,大塩,282014,兵庫県,姫路市,大塩町,2019-05-12,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,飾磨,白浜,282014,兵庫県,姫路市,白浜町宇佐崎北２丁目,2018-10-15,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,飾磨,白浜,282014,兵庫県,姫路市,白浜町宇佐崎北２丁目,2019-02-16,01,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,飾磨,飾磨東,282014,兵庫県,姫路市,飾磨区中野田２丁目,2019-03-15,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,飾磨,清水,282014,兵庫県,姫路市,飾磨区都倉１丁目,2019-09-13,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,飾磨,思案橋,282014,兵庫県,姫路市,飾磨区思案橋,2019-10-13,10,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,飾磨,坊勢,282014,兵庫県,姫路市,家島町坊勢,2019-05-28,19,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,飾磨,英賀保駅前,282014,兵庫県,姫路市,飾磨区矢倉町２丁目,2019-10-25,19,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,飾磨,今宿,282014,兵庫県,姫路市,下手野１丁目,2019-04-01,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,飾磨,今宿,282014,兵庫県,姫路市,下手野２丁目,2019-08-22,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,飾磨,今宿,282014,兵庫県,姫路市,西今宿３丁目,2016-06-10,10,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,飾磨,今宿,282014,兵庫県,姫路市,車崎３丁目,2019-11-06,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,飾磨,別所,282014,兵庫県,姫路市,別所町佐土,2019-05-14,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,飾磨,別所,282014,兵庫県,姫路市,別所町佐土,2019-08-15,12,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,飾磨,井ノ口,282014,兵庫県,姫路市,岡田,2019-11-04,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,飾磨,井ノ口,282014,兵庫県,姫路市,西庄,2019-11-09,09,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,飾磨,井ノ口,282014,兵庫県,姫路市,西庄,2019-11-09,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,網干,勝原,282014,兵庫県,姫路市,勝原区熊見,2019-02-11,17,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,網干,天満,282014,兵庫県,姫路市,網干区田井,2019-02-06,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,網干,吉美,282014,兵庫県,姫路市,大津区新町１丁目,2019-02-07,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,網干,広畑,282014,兵庫県,姫路市,広畑区吾妻町３丁目,2019-11-29,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,網干,広畑,282014,兵庫県,姫路市,広畑区夢前町１丁目,2019-09-02,23,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,福崎,福崎東,284432,兵庫県,福崎町,南田原,2018-11-20,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,たつの,本龍野駅前,282294,兵庫県,たつの市,龍野町富永,2019-04-06,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,たつの,神部,282294,兵庫県,たつの市,揖保川町黍田,2019-11-13,05,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,たつの,神部,282294,兵庫県,たつの市,揖保川町黍田,2019-12-12,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,たつの,斑鳩,284645,兵庫県,太子町,東南,2019-12-27,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,たつの,太田,284645,兵庫県,太子町,松尾,2019-02-01,09,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,たつの,新宮,282294,兵庫県,たつの市,新宮町下笹,2016-07-01,09,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,相生,丘の台,282081,兵庫県,相生市,佐方１丁目,2019-06-26,17,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,赤穂,塩屋,282120,兵庫県,赤穂市,六百目町,2019-04-24,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,赤穂,坂越駅前,282120,兵庫県,赤穂市,浜市,2019-12-01,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宍粟,山崎中央,282278,兵庫県,宍粟市,山崎町中井,2019-03-19,15,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,宍粟,戸原,282278,兵庫県,宍粟市,山崎町下宇原,2019-02-21,12,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,朝来,宮田,282251,兵庫県,朝来市,和田山町宮内,2019-09-05,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,豊岡南,立野,282090,兵庫県,豊岡市,塩津町,2019-09-25,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,淡路,浦,282260,兵庫県,淡路市,浦,2019-09-05,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,南あわじ,東谷,282243,兵庫県,南あわじ市,福良甲,2019-06-01,09,一戸建住宅,キーなし,なし,自動二輪（50cc超）
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
