罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2022[sanitize]11[sanitize]12,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,池上４丁目,2022[sanitize]11[sanitize]28,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,今寺,2022[sanitize]08[sanitize]07,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府１丁目,2022[sanitize]05[sanitize]21,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,南別府２丁目,2022[sanitize]10[sanitize]08,05,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,伊川谷,281115,兵庫県,神戸市西区,白水１丁目,2022[sanitize]04[sanitize]06,18,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,出合,281115,兵庫県,神戸市西区,王塚台７丁目,2022[sanitize]10[sanitize]04,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,古郷,281115,兵庫県,神戸市西区,竜が岡５丁目,2022[sanitize]07[sanitize]29,22,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町１丁目,2022[sanitize]09[sanitize]10,14,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町５丁目,2022[sanitize]02[sanitize]01,21,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,学園駅前,281115,兵庫県,神戸市西区,学園西町７丁目,2022[sanitize]06[sanitize]03,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,富士見が丘,281115,兵庫県,神戸市西区,月が丘５丁目,2021[sanitize]10[sanitize]30,13,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,春日台,281115,兵庫県,神戸市西区,平野町大畑,2022[sanitize]01[sanitize]30,21,道路上,その他,その他
窃盗,部品ねらい,神戸西,春日台,281115,兵庫県,神戸市西区,樫野台５丁目,2018[sanitize]08[sanitize]01,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2022[sanitize]01[sanitize]08,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町有瀬,2022[sanitize]12[sanitize]02,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町潤和,2022[sanitize]03[sanitize]31,20,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町潤和,2022[sanitize]05[sanitize]19,00,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,有瀬,281115,兵庫県,神戸市西区,伊川谷町潤和,2022[sanitize]09[sanitize]25,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,王塚台３丁目,2022[sanitize]04[sanitize]10,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,玉津町居住,2022[sanitize]08[sanitize]15,01,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,枝吉,281115,兵庫県,神戸市西区,持子１丁目,2022[sanitize]10[sanitize]16,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,櫨谷,281115,兵庫県,神戸市西区,櫨谷町福谷,2022[sanitize]10[sanitize]31,10,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸西,玉津,281115,兵庫県,神戸市西区,平野町芝崎,2022[sanitize]09[sanitize]24,21,その他,駐車（輪）場,その他
窃盗,部品ねらい,神戸西,西戸田,281115,兵庫県,神戸市西区,平野町西戸田,2022[sanitize]06[sanitize]04,02,その他,駐車（輪）場,その他
窃盗,部品ねらい,有馬,上小名田,281093,兵庫県,神戸市北区,八多町中,2022[sanitize]05[sanitize]01,20,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,上小名田,281093,兵庫県,神戸市北区,八多町中,2022[sanitize]05[sanitize]16,09,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,唐櫃,281093,兵庫県,神戸市北区,唐櫃台３丁目,2022[sanitize]12[sanitize]05,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,有馬,唐櫃,281093,兵庫県,神戸市北区,唐櫃台３丁目,2022[sanitize]12[sanitize]12,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,有馬,大池,281093,兵庫県,神戸市北区,西大池２丁目,2020[sanitize]06[sanitize]01,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台北町６丁目,2022[sanitize]03[sanitize]10,11,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台中町１丁目,2022[sanitize]03[sanitize]18,19,その他,駐車（輪）場,その他
窃盗,部品ねらい,有馬,有野,281093,兵庫県,神戸市北区,藤原台中町１丁目,2022[sanitize]10[sanitize]12,08,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,道場,281093,兵庫県,神戸市北区,道場町塩田,2022[sanitize]05[sanitize]30,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,鹿の子台南町１丁目,2020[sanitize]09[sanitize]01,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,鹿の子台南町６丁目,2022[sanitize]08[sanitize]11,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,有馬,長尾,281093,兵庫県,神戸市北区,上津台８丁目,2022[sanitize]11[sanitize]07,21,その他,その他,その他
窃盗,部品ねらい,神戸北,五葉,281093,兵庫県,神戸市北区,南五葉２丁目,2021[sanitize]07[sanitize]01,09,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸北,北鈴蘭台,281093,兵庫県,神戸市北区,杉尾台２丁目,2022[sanitize]06[sanitize]10,17,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸北,日の峰,281093,兵庫県,神戸市北区,日の峰５丁目,2022[sanitize]06[sanitize]12,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸北,谷上駅前,281093,兵庫県,神戸市北区,花山東町,2021[sanitize]09[sanitize]10,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台西町１丁目,2020[sanitize]09[sanitize]01,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台西町５丁目,2022[sanitize]03[sanitize]30,12,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,神戸北,鈴蘭台,281093,兵庫県,神戸市北区,鈴蘭台東町８丁目,2022[sanitize]08[sanitize]17,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,岩園,282065,兵庫県,芦屋市,朝日ケ丘町,2022[sanitize]01[sanitize]30,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,打出,282065,兵庫県,芦屋市,南宮町,2022[sanitize]11[sanitize]24,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,打出,282065,兵庫県,芦屋市,若宮町,2022[sanitize]02[sanitize]23,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,翠ケ丘町,2022[sanitize]01[sanitize]18,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,翠ケ丘町,2022[sanitize]01[sanitize]25,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,芦屋駅前,282065,兵庫県,芦屋市,翠ケ丘町,2022[sanitize]02[sanitize]08,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,伊勢町,2022[sanitize]10[sanitize]29,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2022[sanitize]05[sanitize]31,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2022[sanitize]10[sanitize]30,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2022[sanitize]11[sanitize]03,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2022[sanitize]11[sanitize]04,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2022[sanitize]11[sanitize]04,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2022[sanitize]11[sanitize]04,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,高浜町,2022[sanitize]11[sanitize]04,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,新浜町,2022[sanitize]10[sanitize]21,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,新浜町,2022[sanitize]11[sanitize]02,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,新浜町,2022[sanitize]11[sanitize]03,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,新浜町,2022[sanitize]11[sanitize]04,21,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,緑町,2022[sanitize]11[sanitize]03,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,緑町,2022[sanitize]11[sanitize]04,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,緑町,2022[sanitize]11[sanitize]04,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,緑町,2022[sanitize]11[sanitize]04,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2022[sanitize]11[sanitize]01,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2022[sanitize]11[sanitize]02,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2022[sanitize]11[sanitize]04,09,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2022[sanitize]11[sanitize]04,14,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2022[sanitize]11[sanitize]04,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2022[sanitize]11[sanitize]04,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2022[sanitize]11[sanitize]04,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2022[sanitize]11[sanitize]04,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2022[sanitize]11[sanitize]04,22,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,芦屋,高浜,282065,兵庫県,芦屋市,若葉町,2022[sanitize]11[sanitize]16,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原七番町,2021[sanitize]12[sanitize]28,13,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,上ヶ原,282049,兵庫県,西宮市,上ケ原八番町,2022[sanitize]10[sanitize]18,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,二見,282049,兵庫県,西宮市,大屋町,2022[sanitize]06[sanitize]04,09,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,今津山中町,2022[sanitize]02[sanitize]06,01,道路上,その他,ナンバープレート
窃盗,部品ねらい,西宮,今津駅前,282049,兵庫県,西宮市,津門宝津町,2022[sanitize]12[sanitize]23,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,北口西,282049,兵庫県,西宮市,大畑町,2022[sanitize]11[sanitize]24,20,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,北口西,282049,兵庫県,西宮市,北昭和町,2022[sanitize]03[sanitize]24,15,道路上,その他,その他
窃盗,部品ねらい,西宮,北口西,282049,兵庫県,西宮市,平木町,2022[sanitize]05[sanitize]01,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,名塩,282049,兵庫県,西宮市,東山台１丁目,2022[sanitize]12[sanitize]29,14,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,西宮,夙川駅前,282049,兵庫県,西宮市,大谷町,2022[sanitize]11[sanitize]09,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,山口町下山口,2017[sanitize]02[sanitize]10,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,山口町下山口１丁目,2022[sanitize]04[sanitize]22,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,山口町下山口５丁目,2022[sanitize]11[sanitize]13,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,山口,282049,兵庫県,西宮市,山口町名来１丁目,2022[sanitize]03[sanitize]09,15,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,川添,282049,兵庫県,西宮市,堀切町,2022[sanitize]11[sanitize]30,14,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,市庭,282049,兵庫県,西宮市,荒戎町,2022[sanitize]08[sanitize]31,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,西宮,市庭,282049,兵庫県,西宮市,神楽町,2022[sanitize]08[sanitize]28,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,市庭,282049,兵庫県,西宮市,弓場町,2022[sanitize]10[sanitize]10,13,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,本町,2022[sanitize]05[sanitize]11,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,本町,2022[sanitize]09[sanitize]02,08,道路上,その他,ナンバープレート
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2022[sanitize]01[sanitize]13,17,その他,その他,その他
窃盗,部品ねらい,西宮,札場筋,282049,兵庫県,西宮市,六湛寺町,2022[sanitize]09[sanitize]23,21,その他,駐車（輪）場,その他
窃盗,部品ねらい,西宮,甲東園,282049,兵庫県,西宮市,段上町１丁目,2022[sanitize]09[sanitize]20,09,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,西宮,甲武橋,282049,兵庫県,西宮市,上大市４丁目,2022[sanitize]05[sanitize]28,01,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,社前,282049,兵庫県,西宮市,今津出在家町,2022[sanitize]09[sanitize]06,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,西宮,苦楽園,282049,兵庫県,西宮市,柏堂町,2022[sanitize]06[sanitize]18,21,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,北口町,2022[sanitize]12[sanitize]29,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮中央,282049,兵庫県,西宮市,高松町,2022[sanitize]03[sanitize]17,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2022[sanitize]01[sanitize]01,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2022[sanitize]02[sanitize]05,11,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2022[sanitize]03[sanitize]14,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2022[sanitize]04[sanitize]04,17,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2022[sanitize]07[sanitize]15,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2022[sanitize]08[sanitize]25,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮浜,282049,兵庫県,西宮市,西宮浜４丁目,2022[sanitize]09[sanitize]05,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,西宮駅前,282049,兵庫県,西宮市,津門川町,2022[sanitize]05[sanitize]10,13,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,越木岩,282049,兵庫県,西宮市,樋之池町,2022[sanitize]12[sanitize]04,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,林田町,2022[sanitize]04[sanitize]23,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,林田町,2022[sanitize]07[sanitize]22,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,門戸荘,2022[sanitize]06[sanitize]25,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,西宮,門戸,282049,兵庫県,西宮市,門戸荘,2022[sanitize]10[sanitize]21,15,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,西宮,青木,282049,兵庫県,西宮市,愛宕山,2022[sanitize]05[sanitize]15,01,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,青木,282049,兵庫県,西宮市,大社町,2022[sanitize]09[sanitize]17,07,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西宮,青木,282049,兵庫県,西宮市,中屋町,2022[sanitize]03[sanitize]25,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上田,282049,兵庫県,西宮市,笠屋町,2022[sanitize]05[sanitize]21,00,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,上甲子園１丁目,2022[sanitize]06[sanitize]20,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,上甲子園１丁目,2022[sanitize]07[sanitize]19,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園三番町,2022[sanitize]05[sanitize]10,18,道路上,その他,その他
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口４丁目,2022[sanitize]01[sanitize]05,17,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,甲子園口５丁目,2022[sanitize]08[sanitize]18,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,上甲子園,282049,兵庫県,西宮市,小曽根町１丁目,2022[sanitize]08[sanitize]21,17,駐車（輪）場,駐車（輪）場,カーナビ
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,甲子園洲鳥町,2022[sanitize]04[sanitize]02,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,南甲子園３丁目,2022[sanitize]02[sanitize]22,22,その他,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,中津,282049,兵庫県,西宮市,南甲子園３丁目,2022[sanitize]05[sanitize]10,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,上鳴尾町,2022[sanitize]11[sanitize]26,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,小松,282049,兵庫県,西宮市,小松西町２丁目,2022[sanitize]08[sanitize]10,18,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,甲子園七番町,2022[sanitize]04[sanitize]02,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,本郷,282049,兵庫県,西宮市,鳴尾町２丁目,2022[sanitize]12[sanitize]04,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,浦風,282049,兵庫県,西宮市,甲子園浜田町,2022[sanitize]05[sanitize]12,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2022[sanitize]04[sanitize]17,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2022[sanitize]08[sanitize]26,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2022[sanitize]10[sanitize]13,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,甲子園,高須,282049,兵庫県,西宮市,高須町１丁目,2022[sanitize]11[sanitize]08,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,崇徳院２丁目,2022[sanitize]09[sanitize]08,19,その他,駐車（輪）場,カーナビ
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,富松町２丁目,2022[sanitize]05[sanitize]29,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,道意町２丁目,2022[sanitize]06[sanitize]28,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,菜切山町,2022[sanitize]09[sanitize]10,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,蓬川町,2022[sanitize]04[sanitize]01,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町１丁目,2022[sanitize]07[sanitize]30,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,センタープール前,282022,兵庫県,尼崎市,大庄西町１丁目,2022[sanitize]11[sanitize]24,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町２丁目,2022[sanitize]05[sanitize]20,17,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,七松町２丁目,2022[sanitize]10[sanitize]22,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,南七松町２丁目,2022[sanitize]08[sanitize]23,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,西立花町２丁目,2022[sanitize]03[sanitize]26,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,七松,282022,兵庫県,尼崎市,西立花町３丁目,2022[sanitize]04[sanitize]27,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,中央,282022,兵庫県,尼崎市,南城内,2022[sanitize]07[sanitize]10,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,大浜町１丁目,2022[sanitize]03[sanitize]13,01,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町６丁目,2022[sanitize]08[sanitize]16,16,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町６丁目,2022[sanitize]12[sanitize]23,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,道意町７丁目,2022[sanitize]12[sanitize]08,08,その他,駐車（輪）場,その他
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,中浜町,2022[sanitize]08[sanitize]22,07,その他,駐車（輪）場,カーナビ
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町１丁目,2022[sanitize]01[sanitize]10,20,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町１丁目,2022[sanitize]08[sanitize]06,17,道路上,その他,ナンバープレート
窃盗,部品ねらい,尼崎南,元浜,282022,兵庫県,尼崎市,元浜町４丁目,2022[sanitize]11[sanitize]27,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,尼崎南,大島,282022,兵庫県,尼崎市,浜田町２丁目,2022[sanitize]09[sanitize]08,17,その他,その他,その他
